# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP.1
158.51,DZF,DZF,DZF,2024-02-14,Model Cattle (Karachi),336,Local crossbred,Cow,Yes,right,18,Natural heat,Frozen,.,2024-12-09,Masroor,Talal,2.83,5,1.0,Yes,6.42,2025-04-27,Recheck,2025-02-02,81,74,2025-03-24,597,Angus,2.5,JDH Janos Manso 709,2.1,Sexed Female,Holstein Friesian,Dawood,-138.75,174.1
26.36,DZF,DZF,Maidan Cattle (Karachi),2024-07-23,Maidan Cattle (Karachi),249,Local crossbred,Cow,.,Left,19.4,Natural heat,Fresh,DZF-1040-1,2024-01-28,Fakhar,Umer,3.28,"6,8",1.0,Yes,6.21,2024-04-16,Pregnant,2024-05-07,73,30,2024-05-24,SM006 Nukra,Grey Brahman,3.1,MR. CLAYTON SLUGGER,2.1,Sexed Female,Red Brahman,Dawood,-262.59,223.23
436.18,DZF,DZF,Maidan Cattle (Karachi),2024-11-05,DZF,253,Local crossbred,Cow,Yes,left,18.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1055-1,2025-01-28,Hamid,Masroor,3.24,"6,7",1.0,Yes,6.23,2025-03-14,Pregnant,2024-09-17,3,23,2024-08-16,991,Braford,1.9,BRC Dutton 376/8,2.1,Pre-Sorted for Female,Grey Brahman,Dawood,-228.15,143.26
225.85,DZF,DZF,DZF,2024-12-06,Model Cattle (Karachi),378,Local crossbred,Cow,.,Right,10.5,CIDR+E2+ECG+PGF+GnRH,Frozen,.,2024-01-12,Hamid,Umer,2.99,8,1.0,Yes,6.64,2024-01-23,Open,2025-04-11,65,21,2024-04-24,602,Fresian,-2.6,JDH Janos Manso 709,2.5,Sexed Female,Grey Brahman,Dawood,-263.45,123.56
468.47,DZF,DZF,Maidan Cattle (Karachi),2025-02-08,Model Cattle (Karachi),31773,Local crossbred,Cow,.,.,17,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1010-1,2025-02-23,Ruben,Javeria,3.52,7,1.0,Yes,6.27,2024-04-12,Open,2024-03-15,47,46,2025-03-14,402,Grey Brahman,3.6,Modesto 209,1.7,Pre-Sorted for Female,Cross Breed,Dawood,-147.23,158.52
226.86,DZF,DZF,Maidan Cattle (Karachi),2024-12-19,Maidan Cattle (Karachi),8,Local crossbred,Cow,Yes,Right,12.35,Natural heat,Fresh,DZF-1040-1,2025-02-09,Hamid,Talal,2.84,"6,7",1.0,Yes,6.87,2024-05-19,Pregnant,2025-03-16,34,8,2025-02-26,18/2,Nukra,1.9,Mr Karu Manso 800,2.7,Pre-Sorted for Female,Angus,Dawood,-157.08,268.93
66.33,DZF,DZF,Maidan Cattle (Karachi),2025-03-23,DZF,125,Local crossbred,Cow,.,.,18,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1016-6,2024-01-27,Masroor,Masroor,3.64,"7,8",1.0,Yes,6.23,2024-08-13,Open,2024-10-31,82,69,2025-02-23,612+2/4,Braford,2.1,MR. CLAYTON SLUGGER,1.7,Pre-Sorted for Female,Red Brahman,Dawood,-232.19,185.3
417.71,DZF,DZF,Model Cattle (Karachi),2024-12-29,Maidan Cattle (Karachi),383,Local crossbred,Cow,.,Right,19.4,Natural heat,Fresh,DZF-1000-1,2024-07-06,Fakhar,Masroor,2.77,"6,6",1.0,Yes,6.91,2025-01-20,Open,2024-07-19,94,61,2025-03-06,967/9,Angus,-2.6,Reconquista 413 Eterno GC Bartolome,-0.89,Conventional,Beef Crossbred,Dawood,-161.65,73.13
244.8,DZF,DZF,Model Cattle (Karachi),2024-04-25,Maidan Cattle (Karachi),382,Local crossbred,Cow,Yes,Left,9.9,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1044-1,2024-02-10,Masroor,Umer,3.01,4,1.0,Yes,6.14,2024-09-21,Open,2024-12-14,83,70,2024-09-27,233M,Red Brahman,3,Reconquista 413 Eterno GC Bartolome,2.7,Pre-Sorted for Female,Red Brahman,Dawood,-190.73,131.73
249.55,DZF,DZF,Maidan Cattle (Karachi),2024-03-30,Maidan Cattle (Karachi),165,Local crossbred,Cow,Yes,Right,.,CIDR+Estradiol+PGF+GnRH,Fresh,.,2024-11-28,Hamid,Talal,3.51,5,1.0,Yes,6.4,2024-12-04,Recheck,2024-10-02,25,76,2024-11-08,233M,Fresian,-7.6,Genosource Captain-ET,-0.89,Conventional,Cross Breed,Dawood,-262.06,264.27
24.42,DZF,DZF,Maidan Cattle (Karachi),2024-04-25,Maidan Cattle (Karachi),32794,Local crossbred,Cow,.,Left,12.35,CIDR+E2+PGF+ECG,Frozen,DZF-1014-1,2025-03-28,Fakhar,Hamid,2.88,4,1.0,Yes,6.88,2024-03-23,Pregnant,2024-10-01,36,33,2024-03-29,2/4,Angus,3,MR. CLAYTON SLUGGER,2.7,Sexed Female,Red Brahman,Dawood,-210.02,114.36
430.0,DZF,DZF,DZF,2025-01-26,Model Cattle (Karachi),238,Local crossbred,Cow,Yes,.,14.45,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1018-1,2024-12-11,Hamid,Talal,3.07,4,1.0,Yes,6.91,2024-09-15,Pregnant,2025-04-07,85,51,2024-08-01,827,Angus,-2.6,Genosource Captain-ET,2.1,Sexed Female,Beef Crossbred,Dawood,-179.08,196.37
65.15,DZF,DZF,Maidan Cattle (Karachi),2024-01-27,Maidan Cattle (Karachi),132,Local crossbred,Cow,Yes,right,15.1,CIDR+E2+PGF+ECG,Fresh,DZF-1060-1,2024-02-08,Masroor,Javeria,3.53,7,1.0,Yes,6.99,2025-01-29,Recheck,2024-10-09,92,24,2024-05-23,408,Red Brahman,3.7,SM007,2.7,Sexed Female,Grey Brahman,Dawood,-224.04,216.56
265.71,DZF,DZF,Model Cattle (Karachi),2024-07-17,Maidan Cattle (Karachi),155,Local crossbred,Cow,.,Right,15.2,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1056-1,2024-03-11,Hamid,Javeria,3.62,"6,8",1.0,Yes,6.46,2024-01-07,Recheck,2024-02-26,15,23,2024-05-01,257,Red Brahman,1.6,MR V8 160/8,2,Conventional,Cross Breed,Dawood,-204.68,201.34
285.0,DZF,DZF,Maidan Cattle (Karachi),2025-03-03,Maidan Cattle (Karachi),312,Local crossbred,Cow,.,Left,12.3,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1014-1,2024-11-08,Hamid,Masroor,3.35,4,1.0,Yes,6.4,2024-07-15,Pregnant,2024-01-10,46,11,2025-01-31,600,Cross Breed,1.9,BRC MR. JUMANJI 67,-0.89,Pre-Sorted for Female,Grey Brahman,Dawood,-206.43,179.88
274.7,DZF,DZF,DZF,2025-04-01,Maidan Cattle (Karachi),40,Local crossbred,Cow,.,.,14,Natural heat,Fresh,DZF-1016-1,2024-12-25,Ruben,Umer,3.04,6,1.0,Yes,6.06,2024-02-11,Open,2025-02-12,26,94,2025-04-01,2/4,Angus,1.5,MR. CLAYTON SLUGGER,2.7,Conventional,Grey Brahman,Dawood,-169.73,88.76
380.94,DZF,DZF,Model Cattle (Karachi),2025-01-29,Maidan Cattle (Karachi),295,Local crossbred,Cow,Yes,right,17,CIDR+Estradiol+PGF+GnRH,Frozen,.,2024-11-21,Fakhar,Talal,3.65,8,1.0,Yes,6.37,2024-06-26,Recheck,2024-06-25,16,25,2024-05-04,649/9,Angus,1.4,Genosource Captain-ET,3.7,Pre-Sorted for Female,Angus,Dawood,-270.58,139.2
425.86,DZF,DZF,Model Cattle (Karachi),2025-04-20,DZF,65,Local crossbred,Cow,Yes,Left,17.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1040-1,2024-12-24,Hamid,Masroor,2.85,7,1.0,Yes,6.42,2024-04-01,Open,2024-05-24,39,51,2024-03-03,2/4,Red Brahman,3.7,Reconquista 413 Eterno GC Bartolome,6.2,Pre-Sorted for Female,Cross Breed,Dawood,-242.89,283.69
34.47,DZF,DZF,Model Cattle (Karachi),2025-02-06,Maidan Cattle (Karachi),32216,Local crossbred,Cow,.,Left,10.3,Natural heat,Fresh,DZF-1016-6,2024-06-01,Masroor,Hamid,3.5,"6,8",1.0,Yes,6.14,2025-03-04,Open,2024-07-06,66,97,2024-09-18,D2,Beef Master,-2.6,MR. CLAYTON SLUGGER,6.2,Pre-Sorted for Female,Holstein Friesian,Dawood,-195.16,100.86
81.95,DZF,DZF,Maidan Cattle (Karachi),2024-07-03,Maidan Cattle (Karachi),314,Local crossbred,Cow,.,Right,16.6,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-6,2024-03-06,Ruben,Talal,3.05,"7,8",1.0,Yes,6.01,2024-01-25,Pregnant,2025-02-06,40,17,2025-04-29,257,Beef crossbred,2.3,Reconquista 413 Eterno GC Bartolome,6.2,Pre-Sorted for Female,Beef Crossbred,Dawood,-225.47,148.57
30.79,DZF,DZF,DZF,2025-03-29,DZF,19,Local crossbred,Cow,Yes,.,8.15,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1056-1,2025-04-14,Masroor,Umer,3.02,"7,8",1.0,Yes,6.18,2024-10-13,Open,2024-06-27,35,35,2024-07-31,612,Grey Brahman,1.4,MR H AUBURN ROJO 706,2.5,Pre-Sorted for Female,Angus,Dawood,-236.06,141.76
486.31,DZF,DZF,Model Cattle (Karachi),2024-06-12,Maidan Cattle (Karachi),352,Local crossbred,Cow,Yes,Left,8,CIDR+E2+PGF+ECG,Frozen,DZF-1042-1,2025-03-30,Masroor,Masroor,3.06,5,1.0,Yes,6.88,2024-12-05,Pregnant,2025-02-21,33,84,2024-03-30,827,Red Brahman,1.6,VL Rojo Whiskey 60/1,6.2,Conventional,Holstein Friesian,Dawood,-226.39,82.1
429.71,DZF,DZF,Maidan Cattle (Karachi),2024-02-24,Maidan Cattle (Karachi),246,Local crossbred,Cow,.,left,15.75,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1042-1,2024-06-06,Fakhar,Umer,3.2,7,1.0,Yes,6.1,2025-05-04,Recheck,2024-12-09,50,5,2025-03-19,984,Fresian,1.4,JDH Janos Manso 709,1.7,Pre-Sorted for Female,Angus,Dawood,-199.63,130.21
445.1,DZF,DZF,Maidan Cattle (Karachi),2025-02-27,Model Cattle (Karachi),70,Local crossbred,Cow,Yes,.,21.2,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,2025-01-29,Yaseen,Javeria,3.69,8,1.0,Yes,6.86,2024-01-04,Recheck,2024-07-27,7,67,2024-12-03,04-04,Nukra,2.5,Reconquista 413 Eterno GC Bartolome,3.7,Conventional,Angus,Dawood,-266.41,259.32
231.65,DZF,DZF,Maidan Cattle (Karachi),2025-05-07,DZF,21,Local crossbred,Cow,.,left,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,2025-02-20,Hamid,Javeria,2.79,"6,6",1.0,Yes,6.95,2025-02-11,Pregnant,2024-05-14,1,47,2024-03-18,967,Beef Master,2.3,JDH Janos Manso 709,3.7,Pre-Sorted for Female,Cross Breed,Dawood,-189.29,289.83
62.56,DZF,DZF,DZF,2024-01-25,DZF,118,Local crossbred,Cow,Yes,Left,16.6,Natural heat,Frozen,DZF-1040-1,2025-04-23,Fakhar,Umer,3.67,"7,7",1.0,Yes,6.33,2024-10-24,Recheck,2024-11-21,77,95,2024-05-10,967/9,Angus,3.7,VL Rojo Whiskey 60/1,2.7,Sexed Female,Angus,Dawood,-230.91,119.67
486.21,DZF,DZF,DZF,2025-04-23,Maidan Cattle (Karachi),110,Local crossbred,Cow,Yes,Left,21.5,CIDR+E2+PGF+ECG,Frozen,.,2024-10-25,Ruben,Javeria,2.91,"7,7",1.0,Yes,6.28,2024-10-26,Pregnant,2024-11-10,2,95,2024-02-11,597/9,Cross Breed,3.7,Modesto 209,2.1,Pre-Sorted for Female,Holstein Friesian,Dawood,-180.16,96.0
443.1,DZF,DZF,DZF,2024-08-16,Maidan Cattle (Karachi),18,Local crossbred,Cow,Yes,Left,8,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1043-1,2024-08-13,Yaseen,Hamid,3.32,"6,8",1.0,Yes,6.01,2024-01-29,Recheck,2025-02-21,61,18,2024-01-26,602,Angus,2.1,VL Rojo Whiskey 60/1,2,Pre-Sorted for Female,Beef Crossbred,Dawood,-226.04,268.06
293.5,DZF,DZF,Model Cattle (Karachi),2025-02-16,Maidan Cattle (Karachi),32039,Local crossbred,Cow,Yes,right,11.1,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1055-1,2025-01-13,Ruben,Javeria,3.41,"6,8",1.0,Yes,6.57,2025-01-08,Open,2024-09-29,66,35,2024-08-15,NK1,Angus,1.5,MR H AUBURN ROJO 706,6.2,Conventional,Red Brahman,Dawood,-145.11,92.62
128.07,DZF,DZF,DZF,2024-03-24,DZF,109,Local crossbred,Cow,Yes,Left,19.4,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1040-1,2024-11-18,Ruben,Masroor,2.82,6,1.0,Yes,6.46,2024-01-06,Pregnant,2024-06-15,82,36,2024-05-12,765/4,Red Brahman,3,Commando 888/47,2.7,Pre-Sorted for Female,Cross Breed,Dawood,-252.51,116.78
76.1,DZF,DZF,Model Cattle (Karachi),2025-01-06,Model Cattle (Karachi),249,Local crossbred,Cow,Yes,left,16.5,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-2,2025-02-08,Ruben,Javeria,3.41,5,1.0,Yes,6.19,2024-06-08,Recheck,2024-03-04,71,92,2025-03-12,909,Fresian,-7.6,BRC Dutton 376/8,3.7,Sexed Female,Angus,Dawood,-125.99,180.61
142.84,DZF,DZF,Maidan Cattle (Karachi),2024-05-04,Model Cattle (Karachi),140,Local crossbred,Cow,Yes,left,10.37,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1040-1,2024-04-15,Ruben,Masroor,3.48,7,1.0,Yes,6.71,2024-04-01,Pregnant,2025-04-03,43,44,2024-10-05,3012,Grey Brahman,-0.4,JDH Janos Manso 709,1.4,Pre-Sorted for Female,Beef Crossbred,Dawood,-208.33,224.2
99.12,DZF,DZF,Model Cattle (Karachi),2024-05-08,DZF,21,Local crossbred,Cow,.,Right,20,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1053-1,2024-03-13,Yaseen,Javeria,3.48,6,1.0,Yes,6.51,2024-04-23,Recheck,2024-03-25,57,40,2024-06-01,N,Nukra,3.6,CAUCHITOS KARU SIMON 922/6,2.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-100.35,267.26
373.15,DZF,DZF,Maidan Cattle (Karachi),2024-06-09,DZF,216,Local crossbred,Cow,Yes,.,8.15,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2024-04-17,Yaseen,Masroor,3.53,6,1.0,Yes,6.66,2024-11-01,Recheck,2024-04-25,62,2,2024-09-04,612,Beef crossbred,2.9,BRC Dutton 376/8,1.7,Sexed Female,Beef Crossbred,Dawood,-247.38,160.86
419.49,DZF,DZF,DZF,2025-01-14,DZF,150,Local crossbred,Cow,.,right,8.15,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2024-08-06,Hamid,Javeria,2.77,4,1.0,Yes,6.69,2024-09-03,Open,2024-10-24,30,37,2024-12-11,608,Braford,-6.1,F1 Gulabi,.,Sexed Female,Grey Brahman,Dawood,-113.85,265.91
257.65,DZF,DZF,DZF,2024-02-14,Model Cattle (Karachi),78,Local crossbred,Cow,Yes,left,10.2,CIDR+E2+PGF+ECG,Frozen,.,2024-06-19,Masroor,Talal,2.92,5,1.0,Yes,6.51,2024-08-31,Pregnant,2024-03-24,56,91,2025-03-09,257,Beef crossbred,2.2,JDH Janos Manso 709,-0.89,Pre-Sorted for Female,Angus,Dawood,-115.44,257.62
207.45,DZF,DZF,Model Cattle (Karachi),2024-02-19,DZF,345,Local crossbred,Cow,Yes,Right,12.35,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1040-1,2024-07-05,Masroor,Umer,3.51,5,1.0,Yes,6.52,2025-03-11,Pregnant,2024-08-03,67,34,2024-10-27,991,Beef crossbred,-7.6,Mr Karu Manso 800,6.2,Sexed Female,Angus,Dawood,-106.62,248.4
359.88,DZF,DZF,Maidan Cattle (Karachi),2025-01-14,DZF,32386,Local crossbred,Cow,Yes,Right,14.45,Natural heat,Frozen,DZF-1010-1,2024-09-23,Hamid,Javeria,3.5,5,1.0,Yes,6.8,2025-04-10,Recheck,2024-08-11,55,6,2024-05-25,D1,Grey Brahman,2.2,VL Rojo Whiskey 1/48,-0.89,Pre-Sorted for Female,Beef Crossbred,Dawood,-230.42,210.79
26.42,DZF,DZF,Model Cattle (Karachi),2025-03-02,Model Cattle (Karachi),32005,Local crossbred,Cow,Yes,Right,20,CIDR+E2+PGF+ECG,Frozen,DZF-1044-1,2025-05-09,Hamid,Talal,2.89,7,1.0,Yes,6.17,2024-04-27,Recheck,2024-04-04,39,41,2024-11-04,246,Grey Brahman,3,SM007,6.2,Sexed Female,Beef Crossbred,Dawood,-142.49,168.67
238.61,DZF,DZF,Maidan Cattle (Karachi),2024-08-24,DZF,246,Local crossbred,Cow,Yes,Right,15.1,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1016-6,2024-09-04,Hamid,Masroor,2.8,5,1.0,Yes,6.6,2025-02-05,Open,2024-09-30,46,84,2025-01-09,608,Red Brahman,2.8,Mr H Pride of Maddox Manso 684/8,2.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-181.51,246.35
285.75,DZF,DZF,Maidan Cattle (Karachi),2024-11-01,Maidan Cattle (Karachi),326,Local crossbred,Cow,.,Left,16,CIDR+E2+PGF+ECG,Frozen,.,2024-01-17,Fakhar,Masroor,3.28,4,1.0,Yes,6.42,2024-10-26,Pregnant,2025-01-21,52,51,2024-04-30,825/4,Braford,2.1,Commando 888/47,1.4,Conventional,Cross Breed,Dawood,-248.38,172.74
321.89,DZF,DZF,DZF,2025-03-19,DZF,243,Local crossbred,Cow,Yes,left,11.6,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2024-12-01,Fakhar,Hamid,3.41,"6,7",1.0,Yes,6.6,2024-07-25,Open,2024-06-01,48,23,2024-02-01,12691,Grey Brahman,-6.1,Modesto 209,2.5,Sexed Female,Grey Brahman,Dawood,-162.33,243.76
362.09,DZF,DZF,Maidan Cattle (Karachi),2025-02-22,Maidan Cattle (Karachi),189,Local crossbred,Cow,Yes,Right,18,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2025-02-03,Ruben,Talal,2.89,"6,6",1.0,Yes,6.16,2024-12-11,Pregnant,2024-12-14,31,62,2024-01-14,18/2,Braford,3.7,JDH Janos Manso 709,-0.89,Pre-Sorted for Female,Holstein Friesian,Dawood,-159.25,244.65
249.85,DZF,DZF,Maidan Cattle (Karachi),2024-02-16,Model Cattle (Karachi),188,Local crossbred,Cow,Yes,.,19.5,Natural heat,Frozen,DZF-1018-2,2025-01-01,Masroor,Javeria,3.5,"6,8",1.0,Yes,6.47,2024-11-04,Open,2025-03-22,90,34,2024-12-21,408,Fresian,2.2,NCC Jackpot,3.7,Conventional,Cross Breed,Dawood,-147.54,79.24
480.67,DZF,DZF,Maidan Cattle (Karachi),2024-05-29,DZF,297,Local crossbred,Cow,Yes,right,14,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1055-1,2024-06-09,Fakhar,Masroor,3.21,"7,7",1.0,Yes,6.05,2024-10-02,Open,2025-03-14,3,42,2024-05-01,18/2,Beef crossbred,3,Genosource Captain-ET,6.2,Sexed Female,Cross Breed,Dawood,-222.01,211.99
261.33,DZF,DZF,Maidan Cattle (Karachi),2024-05-12,DZF,314,Local crossbred,Cow,.,right,17.2,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1053-1,2024-09-16,Hamid,Talal,2.96,"7,7",1.0,Yes,6.45,2024-06-27,Pregnant,2024-09-25,23,53,2024-11-26,23035,Cross Breed,2.9,F1 Gulabi,2.5,Sexed Female,Holstein Friesian,Dawood,-223.51,211.25
386.83,DZF,DZF,Model Cattle (Karachi),2024-12-11,Maidan Cattle (Karachi),283,Local crossbred,Cow,Yes,Left,10.2,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1018-1,2024-04-20,Hamid,Talal,2.78,5,1.0,Yes,6.67,2024-01-30,Pregnant,2025-05-01,57,41,2024-02-04,612,Red Brahman,1.4,BRC MR. JUMANJI 67,.,Pre-Sorted for Female,Red Brahman,Dawood,-249.94,204.35
384.1,DZF,DZF,Maidan Cattle (Karachi),2025-01-20,DZF,134,Local crossbred,Cow,Yes,.,22.1,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1053-1,2025-01-12,Yaseen,Masroor,3.01,8,1.0,Yes,6.72,2024-04-27,Open,2024-07-25,28,13,2024-01-17,825/4,Braford,3,BRC MR. JUMANJI 67,1.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-132.83,174.35
261.78,DZF,DZF,Maidan Cattle (Karachi),2024-02-27,DZF,273,Local crossbred,Cow,Yes,Left,17.2,CIDR+E2+PGF+ECG,Fresh,DZF-1055-1,2024-06-10,Masroor,Masroor,3.3,7,1.0,Yes,6.1,2024-01-13,Pregnant,2024-02-24,100,39,2024-08-30,04-08,Grey Brahman,2.1,MR H AUBURN ROJO 706,2.5,Conventional,Beef Crossbred,Dawood,-92.13,188.45
390.13,DZF,DZF,DZF,2024-08-11,Model Cattle (Karachi),80,Local crossbred,Cow,Yes,right,12.3,CIDR+E2+PGF+ECG,Fresh,DZF-1045-1,2024-06-26,Masroor,Umer,3.72,"6,8",1.0,Yes,6.34,2025-05-13,Pregnant,2024-10-12,1,81,2024-07-20,233M,Braford,1.4,Commando 888/47,6.2,Pre-Sorted for Female,Angus,Dawood,-228.01,85.16
112.57,DZF,DZF,Maidan Cattle (Karachi),2024-05-20,Maidan Cattle (Karachi),DZ 22,Local crossbred,Cow,.,.,15.45,Natural heat,Frozen,DZF-1043-1,2024-01-27,Masroor,Masroor,3.58,4,1.0,Yes,6.12,2025-04-04,Open,2024-12-13,22,81,2024-12-26,29M,Beef crossbred,-7.6,Commando 888/47,2.5,Sexed Female,Beef Crossbred,Dawood,-232.39,77.15
85.07,DZF,DZF,Model Cattle (Karachi),2024-07-06,Model Cattle (Karachi),310,Local crossbred,Cow,Yes,left,17,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1045-1,2024-11-26,Ruben,Talal,3.55,6,1.0,Yes,6.68,2024-06-18,Open,2025-01-17,41,27,2024-02-12,D3,Red Brahman,2.8,NCC Jackpot,.,Conventional,Cross Breed,Dawood,-103.84,244.25
354.0,DZF,DZF,Model Cattle (Karachi),2024-12-07,DZF,120,Local crossbred,Cow,Yes,left,14.2,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1055-1,2024-02-15,Masroor,Hamid,2.82,"6,8",1.0,Yes,6.13,2025-05-04,Open,2024-04-17,73,74,2024-04-19,Miss Elegant,Cross Breed,3.1,Mr H Pride of Maddox Manso 684/8,3.7,Sexed Female,Angus,Dawood,-209.1,199.91
383.6,DZF,DZF,Model Cattle (Karachi),2025-01-31,Maidan Cattle (Karachi),31499,Local crossbred,Cow,Yes,left,13,Natural heat,Frozen,DZF-1014-1,2024-05-03,Ruben,Talal,2.99,"7,7",1.0,Yes,6.59,2024-01-29,Pregnant,2024-09-22,39,71,2024-10-14,N,Angus,3.6,NCC Jackpot,-0.89,Sexed Female,Cross Breed,Dawood,-82.04,93.67
60.3,DZF,DZF,Maidan Cattle (Karachi),2024-08-03,Model Cattle (Karachi),32216,Local crossbred,Cow,.,Left,10.2,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1018-3,2024-01-15,Fakhar,Umer,3.23,5,1.0,Yes,6.71,2024-08-23,Recheck,2025-01-04,96,58,2024-09-28,SM006,Beef crossbred,-0.4,MR H AUBURN ROJO 706,.,Pre-Sorted for Female,Red Brahman,Dawood,-78.09,228.82
243.87,DZF,DZF,DZF,2024-10-23,Model Cattle (Karachi),272,Local crossbred,Cow,Yes,Right,20.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1042-1,2024-06-14,Fakhar,Talal,3.04,"6,6",1.0,Yes,6.21,2024-01-08,Open,2024-05-02,37,30,2025-03-14,825/4,Braford,-6.1,JDH Janos Manso 709,2,Pre-Sorted for Female,Angus,Dawood,-241.18,198.26
107.82,DZF,DZF,DZF,2025-05-10,Model Cattle (Karachi),206,Local crossbred,Cow,Yes,left,11.1,Natural heat,Frozen,DZF-1055-1,2024-09-11,Hamid,Javeria,3.27,8,1.0,Yes,6.31,2024-06-28,Recheck,2025-02-14,38,5,2024-06-30,D3,Red Brahman,1.6,Modesto 209,1.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-201.87,202.12
430.66,DZF,DZF,DZF,2024-01-17,Model Cattle (Karachi),69,Local crossbred,Cow,Yes,right,14,CIDR+E2+PGF+ECG,Frozen,.,2024-12-19,Fakhar,Talal,3.28,5,1.0,Yes,6.46,2024-01-30,Pregnant,2025-02-22,26,86,2025-01-12,29M,Braford,-7.6,CAUCHITOS KARU SIMON 922/6,2,Conventional,Beef Crossbred,Dawood,-129.99,274.43
101.98,DZF,DZF,DZF,2024-05-25,Model Cattle (Karachi),24/1,Local crossbred,Cow,.,Right,10,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-2,2024-06-20,Yaseen,Masroor,2.92,"6,6",1.0,Yes,6.72,2024-02-04,Recheck,2024-06-24,8,84,2024-01-01,233M,Grey Brahman,1.9,MR H AUBURN ROJO 706,.,Sexed Female,Beef Crossbred,Dawood,-157.27,242.81
41.89,DZF,DZF,Maidan Cattle (Karachi),2025-03-04,Maidan Cattle (Karachi),299,Local crossbred,Cow,Yes,right,14.8,CIDR+E2+PGF+ECG,Frozen,DZF-1018-3,2025-04-11,Hamid,Talal,3.66,"7,8",1.0,Yes,6.76,2024-01-09,Recheck,2025-03-17,78,48,2024-11-05,04-04,Cross Breed,-6.1,MR V8 160/8,.,Sexed Female,Grey Brahman,Dawood,-98.34,139.5
285.01,DZF,DZF,Model Cattle (Karachi),2024-12-04,Maidan Cattle (Karachi),318,Local crossbred,Cow,.,left,16.6,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1056-1,2025-03-10,Yaseen,Hamid,3.05,6,1.0,Yes,6.54,2024-05-05,Open,2024-02-27,20,92,2025-01-10,12691,Nukra,2.9,Reconquista 413 Eterno GC Bartolome,2,Sexed Female,Holstein Friesian,Dawood,-152.84,273.95
336.98,DZF,DZF,Maidan Cattle (Karachi),2024-07-10,Maidan Cattle (Karachi),110,Local crossbred,Cow,Yes,right,9.5,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1016-6,2025-05-09,Fakhar,Masroor,3.33,5,1.0,Yes,6.18,2024-08-04,Recheck,2024-08-15,60,1,2024-06-19,D1,Red Brahman,-2.6,MR V8 160/8,2.1,Pre-Sorted for Female,Red Brahman,Dawood,-87.56,250.1
