Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
11,Summary ,R1,Pregnant,5,BRC MR. JUMANJI 67,77
1,Summary ,32293,CONFIRMED IVF PREGNANCY REPORT,4,SIRE Name,77
10,SIRE,328,Prepared For,D3,BRC MR. JUMANJI 67,243
10,ET Date,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,Dawood - Shazain Cattle Farm,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",10/27/2025,32293,1st PC Result,1,BRC Dutton 376/8,77
9,6/20/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,2,BRC MR. JUMANJI 67,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC MR. JUMANJI 67,32144,Pregnant,5,Dawood - Shazain Cattle Farm,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",MR. CLAYTON SLUGGER,R1,Prepared On,4,SIRE Name,DIP
10,MR. CLAYTON SLUGGER,32144,CONFIRMED IVF PREGNANCY REPORT,D3,MR. CLAYTON SLUGGER,96
7,10/27/2025,Recipient ID,1st PC Result,1,SIRE Name,96
1,Total,328,1st PC Result,5,SIRE Name,243
6,ET Date,32386,DAM,4,SIRE Name,243
8,SIRE,328,Pregnant,4,18-Jan-2026,DIP
5,SIRE,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,18-Jan-2026,107
1,Summary ,32216,D3,1,MR. CLAYTON SLUGGER,273
Sr. No,ET Date,277,D3,12,BRC MR. JUMANJI 67,107
Notes:,SIRE,Recipient ID,D2,Donor,SIRE Name,107
10,5/21/2025,R4,Prepared For,D2,BRC Dutton 376/8,273
Sr. No,SIRE,R4,DAM,5,BRC MR. JUMANJI 67,77
6,11/14/2025,32293,D2,4,SIRE Name,107
Notes:,Total,277,Prepared For,1,BRC Dutton 376/8,96
3,ET Date,R4,D2,Units,18-Jan-2026,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,11/3/2025,197,Pregnant,5,18-Jan-2026,107
Sr. No,11/14/2025,32824,Prepared For,1,SIRE Name,114
8,10/27/2025,272,1st PC Result,5,18-Jan-2026,273
6,10/27/2025,197,Prepared On,Donor,MR. CLAYTON SLUGGER,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC Dutton 376/8,328,Pregnant,1,SIRE Name,96
7,12/3/2025,32144,DAM,D2,Dawood - Shazain Cattle Farm,107
6,6/20/2025,R1,CONFIRMED IVF PREGNANCY REPORT,2,BRC MR. JUMANJI 67,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Summary ,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,BRC Dutton 376/8,DIP
7,SIRE,Recipient ID,Prepared On,1,SIRE Name,243
8,11/3/2025,32293,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,MR. CLAYTON SLUGGER,243
12,Summary ,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,SIRE Name,273
2. This report serves as official delivery confirmation for the client’s IVF order.,SIRE,32216,Prepared On,Donor,SIRE Name,273
1,SIRE,277,DAM,D3,18-Jan-2026,114
4,5/21/2025,R1,CONFIRMED IVF PREGNANCY REPORT,D3,MR. CLAYTON SLUGGER,77
4,BRC MR. JUMANJI 67,R4,Prepared On,Donor,BRC MR. JUMANJI 67,107
12,10/27/2025,R1,Pregnant,Units,Dawood - Shazain Cattle Farm,273
Sr. No,BRC Dutton 376/8,197,DAM,5,MR. CLAYTON SLUGGER,107
11,12/3/2025,197,1st PC Result,D2,Dawood - Shazain Cattle Farm,96
Notes:,Total,32386,Pregnant,D2,MR. CLAYTON SLUGGER,273
2,11/14/2025,R1,CONFIRMED IVF PREGNANCY REPORT,5,SIRE Name,77
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Summary ,328,DAM,Units,Dawood - Shazain Cattle Farm,243
8,Total,277,1st PC Result,12,18-Jan-2026,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,197,D2,D3,BRC MR. JUMANJI 67,243
Sr. No,5/21/2025,32824,D2,D3,SIRE Name,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",BRC MR. JUMANJI 67,R4,Prepared On,2,18-Jan-2026,243
10,10/27/2025,32824,Prepared For,4,MR. CLAYTON SLUGGER,DIP
10,10/27/2025,32057,D2,1,MR. CLAYTON SLUGGER,96
2,Total,32824,Prepared For,D3,18-Jan-2026,DIP
3,11/3/2025,32057,D3,D3,SIRE Name,96
10,5/21/2025,32216,Pregnant,Donor,SIRE Name,243
9,ET Date,R1,Prepared On,D2,SIRE Name,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,328,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,MR. CLAYTON SLUGGER,96
2,BRC MR. JUMANJI 67,32057,D3,1,BRC Dutton 376/8,107
8,MR. CLAYTON SLUGGER,R4,D3,Units,SIRE Name,243
7,11/3/2025,32824,D3,Donor,BRC Dutton 376/8,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",MR. CLAYTON SLUGGER,Recipient ID,Pregnant,4,SIRE Name,273
2,BRC Dutton 376/8,32216,Pregnant,5,18-Jan-2026,273
11,5/21/2025,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,BRC Dutton 376/8,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",BRC Dutton 376/8,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,BRC Dutton 376/8,243
2,MR. CLAYTON SLUGGER,R1,Prepared On,12,SIRE Name,DIP
8,Summary ,32144,D2,Units,BRC MR. JUMANJI 67,77
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",ET Date,277,1st PC Result,5,SIRE Name,77
5,BRC Dutton 376/8,277,Prepared On,1,BRC Dutton 376/8,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",12/3/2025,32386,D3,12,MR. CLAYTON SLUGGER,243
9,BRC Dutton 376/8,328,CONFIRMED IVF PREGNANCY REPORT,12,MR. CLAYTON SLUGGER,243
6,ET Date,197,D3,1,Dawood - Shazain Cattle Farm,96
2,ET Date,277,CONFIRMED IVF PREGNANCY REPORT,D2,Dawood - Shazain Cattle Farm,114
11,5/21/2025,Recipient ID,Prepared On,2,18-Jan-2026,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",SIRE,272,DAM,5,MR. CLAYTON SLUGGER,243
2. This report serves as official delivery confirmation for the client’s IVF order.,5/21/2025,32057,1st PC Result,2,MR. CLAYTON SLUGGER,243
2. This report serves as official delivery confirmation for the client’s IVF order.,10/27/2025,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,Dawood - Shazain Cattle Farm,273
10,10/27/2025,32144,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,5,BRC MR. JUMANJI 67,77
6,11/14/2025,328,DAM,2,Dawood - Shazain Cattle Farm,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",SIRE,32824,Pregnant,12,SIRE Name,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC MR. JUMANJI 67,272,D3,5,18-Jan-2026,77
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/14/2025,277,D3,4,Dawood - Shazain Cattle Farm,77
4,ET Date,272,Prepared On,5,SIRE Name,96
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/14/2025,R4,1st PC Result,Donor,MR. CLAYTON SLUGGER,243
Notes:,BRC Dutton 376/8,R4,Pregnant,Donor,BRC Dutton 376/8,243
7,Summary ,32293,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,BRC MR. JUMANJI 67,77
Sr. No,Summary ,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,18-Jan-2026,DIP
6,BRC Dutton 376/8,277,D3,Units,MR. CLAYTON SLUGGER,107
1,Total,R1,CONFIRMED IVF PREGNANCY REPORT,2,18-Jan-2026,114
6,MR. CLAYTON SLUGGER,277,Prepared For,Donor,BRC MR. JUMANJI 67,96
4,11/3/2025,32057,Prepared On,2,18-Jan-2026,77
Notes:,5/21/2025,277,CONFIRMED IVF PREGNANCY REPORT,4,SIRE Name,243
8,ET Date,328,CONFIRMED IVF PREGNANCY REPORT,2,SIRE Name,96
10,10/27/2025,272,D2,Units,BRC Dutton 376/8,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",12/3/2025,R1,Pregnant,Units,BRC MR. JUMANJI 67,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC MR. JUMANJI 67,32386,1st PC Result,2,BRC Dutton 376/8,273
6,Total,32293,Prepared For,Units,MR. CLAYTON SLUGGER,107
5,BRC Dutton 376/8,32824,1st PC Result,2,MR. CLAYTON SLUGGER,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",10/27/2025,272,Pregnant,Units,18-Jan-2026,DIP
Notes:,11/14/2025,32293,1st PC Result,Units,BRC MR. JUMANJI 67,114
3,SIRE,197,CONFIRMED IVF PREGNANCY REPORT,Units,18-Jan-2026,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",BRC Dutton 376/8,272,D2,12,BRC MR. JUMANJI 67,273
Sr. No,10/27/2025,277,1st PC Result,4,18-Jan-2026,77
4,BRC Dutton 376/8,197,DAM,1,BRC Dutton 376/8,77
3,SIRE,32824,Prepared For,Donor,Dawood - Shazain Cattle Farm,243
1,5/21/2025,32144,CONFIRMED IVF PREGNANCY REPORT,D3,18-Jan-2026,96
9,6/20/2025,32293,CONFIRMED IVF PREGNANCY REPORT,4,BRC MR. JUMANJI 67,273
1,MR. CLAYTON SLUGGER,32293,Prepared On,D3,18-Jan-2026,243
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,197,Pregnant,D3,Dawood - Shazain Cattle Farm,77
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC MR. JUMANJI 67,32057,Prepared For,2,Dawood - Shazain Cattle Farm,DIP
2,12/3/2025,32293,Prepared On,Donor,MR. CLAYTON SLUGGER,DIP
6,5/21/2025,277,DAM,5,18-Jan-2026,243
12,Summary ,32057,D3,4,BRC MR. JUMANJI 67,114
7,Total,32057,Pregnant,Donor,BRC Dutton 376/8,273
3,ET Date,197,Prepared On,D2,BRC MR. JUMANJI 67,114
Notes:,12/3/2025,32386,D3,4,BRC Dutton 376/8,243
10,BRC MR. JUMANJI 67,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,SIRE Name,77
3,5/21/2025,32144,1st PC Result,Donor,Dawood - Shazain Cattle Farm,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",ET Date,328,Pregnant,Donor,MR. CLAYTON SLUGGER,114
10,BRC MR. JUMANJI 67,32144,DAM,D2,18-Jan-2026,77
2,Summary ,32824,D2,Donor,BRC MR. JUMANJI 67,273
12,10/27/2025,Recipient ID,DAM,4,SIRE Name,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",ET Date,272,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,SIRE Name,243
4,12/3/2025,32386,DAM,Units,BRC Dutton 376/8,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC Dutton 376/8,R4,1st PC Result,D3,18-Jan-2026,243
8,11/14/2025,32293,CONFIRMED IVF PREGNANCY REPORT,2,18-Jan-2026,96
6,11/3/2025,32216,1st PC Result,D2,SIRE Name,107
8,10/27/2025,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,5,Dawood - Shazain Cattle Farm,96
2,Summary ,328,CONFIRMED IVF PREGNANCY REPORT,Donor,Dawood - Shazain Cattle Farm,114
Sr. No,5/21/2025,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,BRC Dutton 376/8,243
10,6/20/2025,R1,Pregnant,D2,SIRE Name,114
6,5/21/2025,Recipient ID,D3,Donor,18-Jan-2026,273
12,11/3/2025,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,BRC Dutton 376/8,77
5,12/3/2025,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2,SIRE Name,DIP
9,ET Date,R4,D2,2,18-Jan-2026,273
Notes:,Summary ,32216,CONFIRMED IVF PREGNANCY REPORT,2,MR. CLAYTON SLUGGER,114
7,BRC Dutton 376/8,32144,D2,Donor,Dawood - Shazain Cattle Farm,77
6,11/3/2025,R1,Prepared On,5,SIRE Name,273
Notes:,10/27/2025,32386,DAM,2,18-Jan-2026,114
1,MR. CLAYTON SLUGGER,32293,1st PC Result,2,BRC MR. JUMANJI 67,273
12,ET Date,R1,CONFIRMED IVF PREGNANCY REPORT,D3,SIRE Name,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",5/21/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,2,BRC MR. JUMANJI 67,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,Summary ,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,SIRE Name,273
6,MR. CLAYTON SLUGGER,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,5,BRC MR. JUMANJI 67,77
5,11/14/2025,328,D3,1,BRC MR. JUMANJI 67,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC Dutton 376/8,277,Pregnant,D2,SIRE Name,114
8,Summary ,32824,1st PC Result,D3,SIRE Name,DIP
Notes:,5/21/2025,32293,DAM,5,MR. CLAYTON SLUGGER,DIP
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",6/20/2025,32386,Prepared On,2,SIRE Name,DIP
4,MR. CLAYTON SLUGGER,32386,D3,Units,Dawood - Shazain Cattle Farm,107
12,12/3/2025,197,D2,Donor,MR. CLAYTON SLUGGER,DIP
9,SIRE,328,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,BRC MR. JUMANJI 67,273
7,MR. CLAYTON SLUGGER,32057,Pregnant,D2,BRC MR. JUMANJI 67,DIP
Sr. No,Total,277,Pregnant,Units,BRC MR. JUMANJI 67,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",MR. CLAYTON SLUGGER,32144,Prepared On,2,18-Jan-2026,96
2,Total,32824,Prepared On,D2,Dawood - Shazain Cattle Farm,114
Sr. No,11/3/2025,R4,D3,Units,18-Jan-2026,77
5,BRC MR. JUMANJI 67,R4,Pregnant,D3,18-Jan-2026,114
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,277,Prepared For,Donor,18-Jan-2026,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,32293,Pregnant,12,MR. CLAYTON SLUGGER,107
10,SIRE,32293,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,18-Jan-2026,96
6,12/3/2025,32057,1st PC Result,4,BRC Dutton 376/8,243
10,BRC MR. JUMANJI 67,32824,1st PC Result,Donor,MR. CLAYTON SLUGGER,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,32293,DAM,Donor,BRC Dutton 376/8,243
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,32824,Prepared On,4,BRC Dutton 376/8,96
5,5/21/2025,328,DAM,2,18-Jan-2026,107
11,MR. CLAYTON SLUGGER,32057,Prepared For,2,BRC MR. JUMANJI 67,114
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC MR. JUMANJI 67,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,MR. CLAYTON SLUGGER,243
5,11/3/2025,Recipient ID,Pregnant,12,SIRE Name,273
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC MR. JUMANJI 67,R1,Prepared On,12,MR. CLAYTON SLUGGER,243
9,10/27/2025,32057,1st PC Result,5,Dawood - Shazain Cattle Farm,96
Sr. No,Summary ,R1,D3,D2,SIRE Name,273
2,Summary ,R4,Prepared On,D3,18-Jan-2026,243
1,Summary ,32386,D3,Units,BRC Dutton 376/8,77
2,11/3/2025,R4,CONFIRMED IVF PREGNANCY REPORT,2,18-Jan-2026,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",10/27/2025,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,BRC Dutton 376/8,243
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Summary ,272,D2,D3,18-Jan-2026,77
4,BRC MR. JUMANJI 67,272,D3,D3,MR. CLAYTON SLUGGER,243
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/3/2025,277,D2,1,18-Jan-2026,107
2,11/14/2025,32144,Prepared For,5,18-Jan-2026,107
6,ET Date,32386,Prepared On,5,BRC MR. JUMANJI 67,96
4,MR. CLAYTON SLUGGER,Recipient ID,DAM,D3,BRC Dutton 376/8,96
7,SIRE,277,CONFIRMED IVF PREGNANCY REPORT,D2,SIRE Name,DIP
7,SIRE,Recipient ID,D3,1,SIRE Name,243
5,BRC MR. JUMANJI 67,197,Prepared For,Donor,BRC MR. JUMANJI 67,77
4,Total,32216,1st PC Result,D3,SIRE Name,DIP
4,Total,328,Prepared On,2,18-Jan-2026,DIP
1,Summary ,277,CONFIRMED IVF PREGNANCY REPORT,Units,BRC Dutton 376/8,77
4,5/21/2025,197,D2,12,BRC MR. JUMANJI 67,243
Notes:,BRC Dutton 376/8,32216,D3,1,BRC MR. JUMANJI 67,114
2. This report serves as official delivery confirmation for the client’s IVF order.,5/21/2025,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,MR. CLAYTON SLUGGER,107
3,11/3/2025,277,1st PC Result,D2,Dawood - Shazain Cattle Farm,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,32824,Pregnant,4,18-Jan-2026,96
6,6/20/2025,R1,DAM,Units,BRC Dutton 376/8,77
7,SIRE,Recipient ID,1st PC Result,12,Dawood - Shazain Cattle Farm,273
2. This report serves as official delivery confirmation for the client’s IVF order.,11/3/2025,32216,D2,D3,BRC Dutton 376/8,243
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,197,CONFIRMED IVF PREGNANCY REPORT,Donor,Dawood - Shazain Cattle Farm,243
Notes:,ET Date,R4,Prepared On,4,BRC MR. JUMANJI 67,107
5,11/14/2025,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2,18-Jan-2026,107
8,SIRE,277,1st PC Result,4,Dawood - Shazain Cattle Farm,243
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",MR. CLAYTON SLUGGER,32293,Prepared For,D3,BRC Dutton 376/8,96
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",10/27/2025,197,D2,1,Dawood - Shazain Cattle Farm,107
8,11/3/2025,32216,D3,5,MR. CLAYTON SLUGGER,96
4,MR. CLAYTON SLUGGER,32293,DAM,Units,MR. CLAYTON SLUGGER,273
4,11/3/2025,197,DAM,2,MR. CLAYTON SLUGGER,243
12,10/27/2025,R1,D2,1,Dawood - Shazain Cattle Farm,DIP
9,BRC MR. JUMANJI 67,32293,Prepared On,12,MR. CLAYTON SLUGGER,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,BRC Dutton 376/8,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,197,Prepared On,12,BRC MR. JUMANJI 67,243
6,5/21/2025,32824,Pregnant,Units,BRC MR. JUMANJI 67,243
3,Total,32144,CONFIRMED IVF PREGNANCY REPORT,12,MR. CLAYTON SLUGGER,114
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC Dutton 376/8,32144,D2,D2,BRC Dutton 376/8,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,32386,CONFIRMED IVF PREGNANCY REPORT,4,Dawood - Shazain Cattle Farm,77
5,SIRE,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,18-Jan-2026,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,5/21/2025,32386,Prepared On,4,Dawood - Shazain Cattle Farm,114
2,BRC MR. JUMANJI 67,32144,Prepared On,1,BRC MR. JUMANJI 67,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",MR. CLAYTON SLUGGER,32293,1st PC Result,D2,MR. CLAYTON SLUGGER,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,5/21/2025,272,D2,D3,MR. CLAYTON SLUGGER,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",10/27/2025,328,D2,1,SIRE Name,DIP
4,BRC Dutton 376/8,32144,Pregnant,Units,Dawood - Shazain Cattle Farm,243
6,Summary ,32293,DAM,D2,SIRE Name,DIP
3,BRC Dutton 376/8,272,Pregnant,D3,MR. CLAYTON SLUGGER,114
4,ET Date,32144,Pregnant,12,BRC Dutton 376/8,273
7,Summary ,277,DAM,5,BRC Dutton 376/8,DIP
7,11/14/2025,272,1st PC Result,5,MR. CLAYTON SLUGGER,114
2. This report serves as official delivery confirmation for the client’s IVF order.,MR. CLAYTON SLUGGER,272,DAM,2,SIRE Name,77
8,SIRE,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,Dawood - Shazain Cattle Farm,273
7,11/14/2025,32293,Prepared For,D3,BRC MR. JUMANJI 67,273
8,BRC Dutton 376/8,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,SIRE Name,96
2. This report serves as official delivery confirmation for the client’s IVF order.,Summary ,R1,1st PC Result,4,Dawood - Shazain Cattle Farm,96
10,Summary ,197,CONFIRMED IVF PREGNANCY REPORT,1,18-Jan-2026,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",MR. CLAYTON SLUGGER,R4,D3,Units,BRC Dutton 376/8,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/14/2025,272,Prepared For,Units,BRC Dutton 376/8,DIP
9,Total,197,Prepared On,2,SIRE Name,273
7,BRC Dutton 376/8,Recipient ID,DAM,12,BRC Dutton 376/8,243
1,11/14/2025,32057,DAM,5,SIRE Name,243
2. This report serves as official delivery confirmation for the client’s IVF order.,MR. CLAYTON SLUGGER,R4,Pregnant,Units,SIRE Name,77
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC Dutton 376/8,32216,CONFIRMED IVF PREGNANCY REPORT,12,SIRE Name,114
8,SIRE,328,CONFIRMED IVF PREGNANCY REPORT,5,MR. CLAYTON SLUGGER,273
5,Total,32386,D3,12,BRC MR. JUMANJI 67,96
10,Summary ,32386,D2,5,MR. CLAYTON SLUGGER,107
8,11/14/2025,R1,Pregnant,4,BRC MR. JUMANJI 67,243
5,10/27/2025,32386,Pregnant,4,BRC MR. JUMANJI 67,273
