Donor,Sire,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
984,JDH Janos Manso 709,64,BrafordBBQ,JDH Janos Manso 709,66,342,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,72,BrafordBBQ,BRC Dutton 376/8,81,3/4,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,67,BrafordBBQ,JDH Janos Manso 709,50,166,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,63,BrafordBBQ,JDH Janos Manso 709,25,323,VL Rojo Whiskey 1/48
991,JDH Janos Manso 709,27,BrafordBBQ,BRC Dutton 376/8,80,195,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,35,BrafordBBQ,BRC Dutton 376/8,90,323,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,47,BrafordBBQ,BRC Dutton 376/8,95,984,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,71,BrafordBBQ,BRC Dutton 376/8,77,62,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,88,BrafordBBQ,BRC Dutton 376/8,12,76,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,6,BrafordBBQ,JDH Janos Manso 709,85,62,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,9,BrafordBBQ,BRC Dutton 376/8,82,76,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,9,BrafordBBQ,BRC Dutton 376/8,99,991,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,37,BrafordBBQ,BRC Dutton 376/8,51,323,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,51,BrafordBBQ,BRC Dutton 376/8,13,76,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,34,BrafordBBQ,BRC Dutton 376/8,99,3/4,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,80,BrafordBBQ,BRC Dutton 376/8,85,166,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,14,BrafordBBQ,BRC Dutton 376/8,93,187,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,18,BrafordBBQ,BRC Dutton 376/8,70,61,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,78,BrafordBBQ,JDH Janos Manso 709,43,268,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,30,BrafordBBQ,BRC Dutton 376/8,34,195,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,70,BrafordBBQ,JDH Janos Manso 709,48,166,VL Rojo Whiskey 1/48
825/4,Mr H Pride of Maddox Manso 684/8,37,BrafordBBQ,BRC Dutton 376/8,65,31499,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,12,BrafordBBQ,JDH Janos Manso 709,48,222,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,92,BrafordBBQ,JDH Janos Manso 709,91,31499,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,39,BrafordBBQ,BRC Dutton 376/8,16,3/4,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,57,BrafordBBQ,JDH Janos Manso 709,26,3/4,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,10,BrafordBBQ,BRC Dutton 376/8,48,31996,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,23,BrafordBBQ,JDH Janos Manso 709,72,342,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,90,BrafordBBQ,JDH Janos Manso 709,14,323,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,97,BrafordBBQ,BRC Dutton 376/8,28,61,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,91,BrafordBBQ,JDH Janos Manso 709,57,187,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,35,BrafordBBQ,JDH Janos Manso 709,34,31947,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,30,BrafordBBQ,BRC Dutton 376/8,91,195,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,90,BrafordBBQ,BRC Dutton 376/8,37,239,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,40,BrafordBBQ,JDH Janos Manso 709,13,323,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,82,BrafordBBQ,BRC Dutton 376/8,65,31947,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,44,BrafordBBQ,JDH Janos Manso 709,23,195,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,10,BrafordBBQ,JDH Janos Manso 709,77,195,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,52,BrafordBBQ,JDH Janos Manso 709,78,215,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,35,BrafordBBQ,BRC Dutton 376/8,77,31947,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,20,BrafordBBQ,JDH Janos Manso 709,33,342,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,57,BrafordBBQ,BRC Dutton 376/8,68,76,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,87,BrafordBBQ,BRC Dutton 376/8,17,262,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,88,BrafordBBQ,BRC Dutton 376/8,20,31947,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,58,BrafordBBQ,BRC Dutton 376/8,72,262,Mr H Pride of Maddox Manso 684/8
991,JDH Janos Manso 709,3,BrafordBBQ,BRC Dutton 376/8,30,31947,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,88,BrafordBBQ,JDH Janos Manso 709,34,31518,VL Rojo Whiskey 1/48
909,BRC Dutton 376/8,68,BrafordBBQ,BRC Dutton 376/8,1,76,Mr H Pride of Maddox Manso 684/8
991,VL Rojo Whiskey 1/48,61,BrafordBBQ,JDH Janos Manso 709,97,31947,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,2,BrafordBBQ,BRC Dutton 376/8,79,61,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,27,BrafordBBQ,BRC Dutton 376/8,68,323,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,31,BrafordBBQ,BRC Dutton 376/8,85,166,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,94,BrafordBBQ,BRC Dutton 376/8,43,62,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,72,BrafordBBQ,JDH Janos Manso 709,63,31499,VL Rojo Whiskey 1/48
984,VL Rojo Whiskey 1/48,92,BrafordBBQ,BRC Dutton 376/8,99,222,VL Rojo Whiskey 1/48
909,BRC Dutton 376/8,29,BrafordBBQ,JDH Janos Manso 709,30,268,VL Rojo Whiskey 1/48
984,VL Rojo Whiskey 1/48,90,BrafordBBQ,BRC Dutton 376/8,25,3/4,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,84,BrafordBBQ,JDH Janos Manso 709,15,268,VL Rojo Whiskey 1/48
825/4,Mr H Pride of Maddox Manso 684/8,92,BrafordBBQ,JDH Janos Manso 709,26,76,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,44,BrafordBBQ,JDH Janos Manso 709,61,32115,VL Rojo Whiskey 1/48
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,23,BrafordBBQ,BRC Dutton 376/8,79,222,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,72,BrafordBBQ,JDH Janos Manso 709,93,166,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,29,BrafordBBQ,BRC Dutton 376/8,36,984,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,9,BrafordBBQ,BRC Dutton 376/8,42,31499,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,73,BrafordBBQ,BRC Dutton 376/8,18,61,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,78,BrafordBBQ,JDH Janos Manso 709,9,32115,Mr H Pride of Maddox Manso 684/8
991,BRC Dutton 376/8,66,BrafordBBQ,BRC Dutton 376/8,50,31518,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,98,BrafordBBQ,BRC Dutton 376/8,42,3/4,Mr H Pride of Maddox Manso 684/8
825/4,VL Rojo Whiskey 1/48,34,BrafordBBQ,BRC Dutton 376/8,55,61,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,50,BrafordBBQ,BRC Dutton 376/8,99,187,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,21,BrafordBBQ,BRC Dutton 376/8,51,239,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,1,BrafordBBQ,JDH Janos Manso 709,29,984,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,26,BrafordBBQ,BRC Dutton 376/8,88,991,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,11,BrafordBBQ,JDH Janos Manso 709,66,342,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,54,BrafordBBQ,BRC Dutton 376/8,80,215,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,38,BrafordBBQ,JDH Janos Manso 709,34,61,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,43,BrafordBBQ,JDH Janos Manso 709,24,215,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,100,BrafordBBQ,JDH Janos Manso 709,76,262,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,75,BrafordBBQ,JDH Janos Manso 709,31,323,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,88,BrafordBBQ,JDH Janos Manso 709,45,342,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,84,BrafordBBQ,JDH Janos Manso 709,69,984,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,25,BrafordBBQ,BRC Dutton 376/8,91,268,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,70,BrafordBBQ,BRC Dutton 376/8,72,222,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,75,BrafordBBQ,JDH Janos Manso 709,9,262,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,16,BrafordBBQ,BRC Dutton 376/8,99,195,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,83,BrafordBBQ,BRC Dutton 376/8,43,31996,Mr H Pride of Maddox Manso 684/8
991,BRC Dutton 376/8,28,BrafordBBQ,JDH Janos Manso 709,40,61,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,87,BrafordBBQ,JDH Janos Manso 709,25,195,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,20,BrafordBBQ,JDH Janos Manso 709,33,31947,Mr H Pride of Maddox Manso 684/8
991,JDH Janos Manso 709,83,BrafordBBQ,BRC Dutton 376/8,13,991,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,78,BrafordBBQ,JDH Janos Manso 709,30,342,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,91,BrafordBBQ,JDH Janos Manso 709,2,195,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,51,BrafordBBQ,BRC Dutton 376/8,46,31996,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,87,BrafordBBQ,JDH Janos Manso 709,86,32115,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,17,BrafordBBQ,JDH Janos Manso 709,78,3/4,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,86,BrafordBBQ,JDH Janos Manso 709,40,239,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,67,BrafordBBQ,BRC Dutton 376/8,100,76,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,37,BrafordBBQ,JDH Janos Manso 709,26,166,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,36,BrafordBBQ,BRC Dutton 376/8,6,31499,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,87,BrafordBBQ,BRC Dutton 376/8,6,3/4,Mr H Pride of Maddox Manso 684/8
991,BRC Dutton 376/8,76,BrafordBBQ,JDH Janos Manso 709,50,31499,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,64,BrafordBBQ,BRC Dutton 376/8,98,215,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,19,BrafordBBQ,JDH Janos Manso 709,12,61,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,68,BrafordBBQ,BRC Dutton 376/8,58,222,VL Rojo Whiskey 1/48
984,VL Rojo Whiskey 1/48,22,BrafordBBQ,BRC Dutton 376/8,84,984,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,36,BrafordBBQ,BRC Dutton 376/8,77,984,Mr H Pride of Maddox Manso 684/8
2/4,BRC Dutton 376/8,83,BrafordBBQ,BRC Dutton 376/8,30,62,Mr H Pride of Maddox Manso 684/8
602,Mr H Pride of Maddox Manso 684/8,91,BrafordBBQ,JDH Janos Manso 709,7,991,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,37,BrafordBBQ,BRC Dutton 376/8,64,262,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,85,BrafordBBQ,BRC Dutton 376/8,36,222,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,31,BrafordBBQ,BRC Dutton 376/8,70,31996,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,45,BrafordBBQ,BRC Dutton 376/8,10,76,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,100,BrafordBBQ,BRC Dutton 376/8,48,239,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,88,BrafordBBQ,BRC Dutton 376/8,2,239,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,92,BrafordBBQ,BRC Dutton 376/8,29,61,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,81,BrafordBBQ,JDH Janos Manso 709,29,187,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,68,BrafordBBQ,BRC Dutton 376/8,12,262,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,81,BrafordBBQ,BRC Dutton 376/8,40,31518,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,50,BrafordBBQ,BRC Dutton 376/8,51,187,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,6,BrafordBBQ,JDH Janos Manso 709,19,31947,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,42,BrafordBBQ,JDH Janos Manso 709,45,239,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,31,BrafordBBQ,JDH Janos Manso 709,33,3/4,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,63,BrafordBBQ,BRC Dutton 376/8,87,31499,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,64,BrafordBBQ,BRC Dutton 376/8,42,222,VL Rojo Whiskey 1/48
04-04,JDH Janos Manso 709,61,BrafordBBQ,JDH Janos Manso 709,31,31947,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,14,BrafordBBQ,JDH Janos Manso 709,57,984,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,91,BrafordBBQ,BRC Dutton 376/8,88,31996,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,55,BrafordBBQ,BRC Dutton 376/8,19,32115,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,93,BrafordBBQ,BRC Dutton 376/8,83,3/4,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,84,BrafordBBQ,BRC Dutton 376/8,95,31499,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,74,BrafordBBQ,BRC Dutton 376/8,5,984,VL Rojo Whiskey 1/48
04-04,JDH Janos Manso 709,15,BrafordBBQ,JDH Janos Manso 709,100,31996,VL Rojo Whiskey 1/48
991,JDH Janos Manso 709,36,BrafordBBQ,BRC Dutton 376/8,79,31499,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,62,BrafordBBQ,JDH Janos Manso 709,36,984,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,74,BrafordBBQ,BRC Dutton 376/8,53,62,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,22,BrafordBBQ,BRC Dutton 376/8,64,215,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,52,BrafordBBQ,JDH Janos Manso 709,63,342,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,71,BrafordBBQ,BRC Dutton 376/8,14,31518,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,94,BrafordBBQ,BRC Dutton 376/8,92,61,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,90,BrafordBBQ,BRC Dutton 376/8,91,239,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,49,BrafordBBQ,JDH Janos Manso 709,87,268,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,85,BrafordBBQ,JDH Janos Manso 709,24,31499,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,53,BrafordBBQ,BRC Dutton 376/8,86,187,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,44,BrafordBBQ,JDH Janos Manso 709,4,323,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,39,BrafordBBQ,BRC Dutton 376/8,32,31947,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,60,BrafordBBQ,BRC Dutton 376/8,43,323,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,43,BrafordBBQ,JDH Janos Manso 709,58,262,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,2,BrafordBBQ,JDH Janos Manso 709,7,3/4,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,11,BrafordBBQ,BRC Dutton 376/8,26,262,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,JDH Janos Manso 709,20,BrafordBBQ,JDH Janos Manso 709,95,342,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,92,BrafordBBQ,JDH Janos Manso 709,16,62,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,68,BrafordBBQ,JDH Janos Manso 709,23,76,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,71,BrafordBBQ,JDH Janos Manso 709,56,342,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,75,BrafordBBQ,BRC Dutton 376/8,18,31518,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,60,BrafordBBQ,BRC Dutton 376/8,2,991,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,94,BrafordBBQ,JDH Janos Manso 709,50,239,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,46,BrafordBBQ,BRC Dutton 376/8,6,3/4,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,53,BrafordBBQ,JDH Janos Manso 709,6,342,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,67,BrafordBBQ,JDH Janos Manso 709,37,239,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,79,BrafordBBQ,JDH Janos Manso 709,70,61,VL Rojo Whiskey 1/48
04-04,Mr H Pride of Maddox Manso 684/8,85,BrafordBBQ,BRC Dutton 376/8,60,31518,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,74,BrafordBBQ,JDH Janos Manso 709,69,3/4,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,45,BrafordBBQ,JDH Janos Manso 709,29,76,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,88,BrafordBBQ,BRC Dutton 376/8,23,31996,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,98,BrafordBBQ,JDH Janos Manso 709,76,62,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,77,BrafordBBQ,BRC Dutton 376/8,61,3/4,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,69,BrafordBBQ,JDH Janos Manso 709,77,166,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,66,BrafordBBQ,JDH Janos Manso 709,40,262,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,16,BrafordBBQ,JDH Janos Manso 709,58,215,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,32,BrafordBBQ,BRC Dutton 376/8,21,323,Mr H Pride of Maddox Manso 684/8
991,JDH Janos Manso 709,11,BrafordBBQ,BRC Dutton 376/8,74,32115,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,JDH Janos Manso 709,57,BrafordBBQ,BRC Dutton 376/8,37,31996,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,32,BrafordBBQ,JDH Janos Manso 709,84,76,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,35,BrafordBBQ,BRC Dutton 376/8,39,984,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,5,BrafordBBQ,JDH Janos Manso 709,81,76,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,56,BrafordBBQ,BRC Dutton 376/8,100,323,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,74,BrafordBBQ,JDH Janos Manso 709,45,342,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,60,BrafordBBQ,JDH Janos Manso 709,19,61,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,100,BrafordBBQ,JDH Janos Manso 709,79,166,VL Rojo Whiskey 1/48
04-04,JDH Janos Manso 709,4,BrafordBBQ,BRC Dutton 376/8,72,984,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,95,BrafordBBQ,JDH Janos Manso 709,78,166,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,69,BrafordBBQ,BRC Dutton 376/8,63,342,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,96,BrafordBBQ,BRC Dutton 376/8,58,991,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,37,BrafordBBQ,JDH Janos Manso 709,81,61,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,71,BrafordBBQ,BRC Dutton 376/8,32,166,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,12,BrafordBBQ,JDH Janos Manso 709,62,31996,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,94,BrafordBBQ,JDH Janos Manso 709,60,187,Mr H Pride of Maddox Manso 684/8
991,VL Rojo Whiskey 1/48,97,BrafordBBQ,BRC Dutton 376/8,86,31996,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,75,BrafordBBQ,BRC Dutton 376/8,45,215,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,71,BrafordBBQ,BRC Dutton 376/8,9,262,Mr H Pride of Maddox Manso 684/8
991,VL Rojo Whiskey 1/48,89,BrafordBBQ,BRC Dutton 376/8,96,166,VL Rojo Whiskey 1/48
04-04,JDH Janos Manso 709,75,BrafordBBQ,BRC Dutton 376/8,38,76,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,62,BrafordBBQ,JDH Janos Manso 709,43,166,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,96,BrafordBBQ,JDH Janos Manso 709,78,991,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,53,BrafordBBQ,BRC Dutton 376/8,94,222,Mr H Pride of Maddox Manso 684/8
984,VL Rojo Whiskey 1/48,3,BrafordBBQ,BRC Dutton 376/8,60,31499,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,32,BrafordBBQ,BRC Dutton 376/8,69,187,Mr H Pride of Maddox Manso 684/8
3/4,VL Rojo Whiskey 1/48,88,BrafordBBQ,JDH Janos Manso 709,37,3/4,VL Rojo Whiskey 1/48
984,VL Rojo Whiskey 1/48,26,BrafordBBQ,JDH Janos Manso 709,4,31518,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,13,BrafordBBQ,BRC Dutton 376/8,52,239,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,95,BrafordBBQ,BRC Dutton 376/8,45,31996,Mr H Pride of Maddox Manso 684/8
984,VL Rojo Whiskey 1/48,91,BrafordBBQ,JDH Janos Manso 709,90,3/4,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,62,BrafordBBQ,BRC Dutton 376/8,54,268,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,76,BrafordBBQ,BRC Dutton 376/8,80,62,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,20,BrafordBBQ,BRC Dutton 376/8,47,76,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,68,BrafordBBQ,BRC Dutton 376/8,10,195,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,100,BrafordBBQ,JDH Janos Manso 709,89,3/4,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,31,BrafordBBQ,JDH Janos Manso 709,15,61,Mr H Pride of Maddox Manso 684/8
991,BRC Dutton 376/8,30,BrafordBBQ,BRC Dutton 376/8,53,31947,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,76,BrafordBBQ,BRC Dutton 376/8,93,342,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,52,BrafordBBQ,BRC Dutton 376/8,100,166,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,90,BrafordBBQ,BRC Dutton 376/8,56,31518,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,37,BrafordBBQ,JDH Janos Manso 709,37,323,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,22,BrafordBBQ,JDH Janos Manso 709,16,31518,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,67,BrafordBBQ,JDH Janos Manso 709,94,31947,VL Rojo Whiskey 1/48
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,67,BrafordBBQ,BRC Dutton 376/8,79,323,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,36,BrafordBBQ,JDH Janos Manso 709,28,187,Mr H Pride of Maddox Manso 684/8
