Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
53,ET Date,609/9,2/4,323,2,59,DIP,85.22
34,12/12/2025,DAM,MR V8 160/8,79,36,80,-96,68.62
44,12/1/2025,747,SIRE,239,2,14,-96,87.94
50,ET Date,602,02/04,56,2,51,-80,91.48
11,12/12/2025,04-04,Mr H Pride of Maddox Manso 684/8,223,1,64,-79,94.02
13,Pride of Maddox,597/9,612,106,5,76,-97,89.42
36,SIRE,2/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,239,2,7,-79,92.57
2. This report serves as official delivery confirmation for the client’s IVF order.,Whiskey 1/48,2/4,597,343,No,33,-77,85.1
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,747,DAM,31947,Pregnant Y/N,71,DIP,85.6
30,12/12/2025,DAM,649/9,41,Pregnant,17,-79,65.98
Notes:,SIRE,820/4,Karu Manso 800,73,2,26,-77,75.18
50,SM007,597/9,967/9,281,36,13,-96,82.49
4,13-Nov-25,825/4,02/04,169,17-Jan-2026,31,-77,90.86
33,ET Date,909,597,109,Pregnant Y/N,41,-97,78.43
26,Whiskey 1/48,04-04,597,230,No,25,-80,86.15
3,12/12/2025,612,609/9,202,5,4,-80,82.07
5,11/30/2025,612,612,32165,1,45,-97,86.71
17,SIRE,765/4,909/9,223,2,56,-97,94.29
33,12/17/2025,612,SM007,239,2,91,DIP,66.9
55,Pride of Maddox,2/4,Prepared On,262,3,25,-77,84.47
25,12/1/2025,612,04-04,378,1,35,-97,94.35
25,12/17/2025,612,DAM,364,No,48,-97,72.57
53,ET Date,967/9,909/9,223,17-Jan-2026,87,DIP,95.52
17,SIRE,609/9,MR V8 160/8,31947,Palari Cattle Farm,97,-79,93.21
18,SM007,609/9,820/4,343,Pregnant Y/N,60,DIP,67.58
25,SM007,820/4,04-04,112,6,67,-77,64.88
20,13-Nov-25,747,02/04,378,Pregnant,27,-96,91.44
37,V8 160/8,820/4,SM007,126,2,19,-80,80.09
3,12/3/2025,967/9,Rojo Whiskey 60/1,95,No,47,-77,68.94
2,Pride of Maddox,2/4,02/04,55,3,85,-79,76.75
35,Summary ,612,4-08,55,17-Jan-2026,22,-79,91.21
8,12/3/2025,602,2/4,263,2,59,-80,83.33
37,Whiskey 60/1,825/4,04-04,62,Pregnant Y/N,88,-80,90.13
15,ET Date,820/4,2/4,188,3,57,-96,81.76
22,SIRE,609,CONFIRMED IVF PREGNANCY REPORT,239,Palari Cattle Farm,58,-97,91.19
33,12/3/2025,612,820/4,187,6,15,-97,94.58
31,12/1/2025,612,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,223,Pregnant,8,-80,96.6
20,V8 160/8,967/9,CONFIRMED IVF PREGNANCY REPORT,269,2,37,-96,79.09
35,12/3/2025,DAM,VL Rojo Whiskey 1/48,32240,17-Jan-2026,57,-97,94.02
42,Pride of Maddox,602,2/4,109,36,75,-97,78.3
12,V8 160/8,967/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,276,1,50,-96,84.45
29,13-Nov-25,2/4,Rojo Whiskey 60/1,375,1,52,-80,66.51
54,V8 160/8,825/4,967/9,41,1,96,-96,93.68
28,12/12/2025,612,SIRE,139,No,22,-79,87.77
28,ET Date,967/9,Rojo Whiskey 60/1,109,3,46,-79,90.61
55,Summary ,747,04-04,329,17-Jan-2026,1,-77,74.72
27,Pride of Maddox,597/9,820/4,56,Palari Cattle Farm,97,-96,63.9
25,13-Nov-25,825/4,597,76,17-Jan-2026,15,-80,69.91
31,Whiskey 1/48,609/9,Mr H Pride of Maddox Manso 684/8,1,Pregnant Y/N,57,-97,75.63
47,SIRE,825/4,Rojo Whiskey 60/1,55,Pregnant,66,-96,87.91
14,Karu Manso 800-1,DAM,825/4,Recipient TagID,17-Jan-2026,67,DIP,90.33
19,Karu Manso 800-1,747,Prepared On,79,3,63,DIP,66.53
31,Karu Manso 800-1,967/9,04-04,75,1,50,-79,70.39
1,Whiskey 60/1,609/9,DAM,166,3,8,DIP,78.21
11,12/12/2025,609,612,215,1,88,-96,77.42
4,Whiskey 60/1,909/9,909/9,326,36,82,DIP,67.42
49,V8 160/8,2/4,CONFIRMED IVF PREGNANCY REPORT,1,1,30,-80,74.4
4,SIRE,909,CONFIRMED IVF PREGNANCY REPORT,76,Pregnant,80,DIP,63.33
15,SM007,04-04,825/4,112,36,13,DIP,69.66
11,14-Nov-25,602,CONFIRMED IVF PREGNANCY REPORT,226,Pregnant Y/N,28,-80,75.22
13,Whiskey 1/48,DAM,Karu Manso 800,215,1,87,-79,82.83
5,12/3/2025,747,02/04,226,36,41,DIP,66.88
14,14-Nov-25,747,820/4,223,Pregnant Y/N,72,-97,67.33
20,Whiskey 60/1,DAM,597,32093,36,100,-97,93.27
15,V8 160/8,609/9,02/04,329,3,78,-96,65.65
8,12/12/2025,967/9,02/04,32240,No,48,-97,85.31
16,12/12/2025,2/4,04-04,76,Pregnant Y/N,2,-97,79.97
28,Pride of Maddox,597/9,CONFIRMED IVF PREGNANCY REPORT,378,1,59,-80,90.11
47,12/3/2025,DAM,649/9,3,17-Jan-2026,59,-77,87.21
16,SIRE,04-04,SIRE,95,6,83,DIP,91.5
18,SM007,765/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Recipient TagID,3,3,-97,89.93
15,14-Nov-25,747,DAM,180,17-Jan-2026,56,DIP,71.39
19,V8 160/8,597/9,CONFIRMED IVF PREGNANCY REPORT,76,Pregnant Y/N,93,-96,90.9
12,Whiskey 60/1,747,820/4,239,6,44,-77,67.11
36,ET Date,DAM,597,226,Pregnant,39,-96,84.93
23,11/30/2025,820/4,2/4,41,5,50,-77,95.44
6,14-Nov-25,820/4,609/9,281,No,14,-97,68.42
44,13-Nov-25,597/9,4-08,95,3,37,-79,63.76
6,Pride of Maddox,765/4,CONFIRMED IVF PREGNANCY REPORT,326,3,51,-80,89.27
3,Karu Manso 800-1,820/4,VL Rojo Whiskey 1/48,281,Pregnant,76,-77,94.51
11,Total,609,825/4,215,Palari Cattle Farm,45,-97,96.88
30,SM007,909/9,612,281,Palari Cattle Farm,60,DIP,76.87
21,Whiskey 1/48,825/4,820/4,79,No,52,-79,70.96
8,Karu Manso 800-1,909/9,MR V8 160/8,187,17-Jan-2026,57,-79,79.37
6,12/3/2025,DAM,631/9,263,1,4,-97,91.49
34,14-Nov-25,609/9,609/9,3,Palari Cattle Farm,1,-96,79.39
32,12/12/2025,602,825/4,79,No,99,-79,79.31
50,12/3/2025,DAM,04-04,56,Palari Cattle Farm,39,-97,77.12
48,Total,609,597,338,2,74,-80,77.17
6,ET Date,909,612,312,No,47,DIP,88.8
24,Whiskey 60/1,2/4,VL Rojo Whiskey 1/48,364,3,61,-97,65.14
34,Summary ,909,Rojo Whiskey 60/1,226,1,51,-96,84.33
9,Pride of Maddox,609,DAM,56,17-Jan-2026,73,DIP,67.4
54,12/3/2025,825/4,612,375,Pregnant,81,-97,68.45
35,Karu Manso 800-1,820/4,602/9,32240,No,99,-80,77.73
1,13-Nov-25,609,Karu Manso 800,55,36,6,-79,87.59
42,Karu Manso 800-1,04-04,967/9,73,6,66,-97,76.23
14,12/12/2025,820/4,Prepared On,187,Pregnant Y/N,87,DIP,78.83
2,13-Nov-25,04-04,602/9,31996,Pregnant Y/N,49,-96,96.52
11,ET Date,909/9,631/9,349,No,34,-97,67.82
30,14-Nov-25,612,909/9,1,1,65,-80,96.82
5,12/1/2025,909,VL Rojo Whiskey 1/48,222,Pregnant,98,DIP,69.47
8,SM007,909,Rojo Whiskey 60/1,79,6,10,DIP,91.8
15,Whiskey 1/48,609/9,597,281,Pregnant Y/N,68,-77,85.94
5,Karu Manso 800-1,609,631/9,32240,Pregnant Y/N,12,DIP,79.21
30,13-Nov-25,602,MR V8 160/8,222,Palari Cattle Farm,69,-96,78.53
2. This report serves as official delivery confirmation for the client’s IVF order.,11/30/2025,909,Rojo Whiskey 60/1,1,Pregnant Y/N,1,-97,69.36
7,12/3/2025,609,Karu Manso 800,268,2,74,-77,81.98
33,Whiskey 60/1,602,631/9,180,36,39,-97,86.12
8,SIRE,765/4,747,262,36,81,-80,96.6
54,SM007,909/9,609/9,180,36,18,-80,67.13
30,V8 160/8,609,SIRE,31947,36,20,DIP,85.68
52,SM007,765/4,Karu Manso 800,32835,36,54,-80,74.86
2. This report serves as official delivery confirmation for the client’s IVF order.,Pride of Maddox,967/9,Prepared For,112,5,56,DIP,91.62
42,Total,747,612,312,17-Jan-2026,76,DIP,87.83
2. This report serves as official delivery confirmation for the client’s IVF order.,Whiskey 1/48,2/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,329,5,37,-80,81.52
31,14-Nov-25,609/9,747,32165,2,7,-77,74.23
19,Karu Manso 800-1,597/9,909/9,126,6,4,-97,65.98
25,14-Nov-25,909/9,612,237,Pregnant Y/N,62,-96,85.56
37,Karu Manso 800-1,597/9,609/9,95,2,3,-80,90.16
49,Total,612,SIRE,166,36,79,-80,73.12
36,V8 160/8,909/9,VL Rojo Whiskey 1/48,263,6,64,-97,87.66
3,ET Date,609,602/9,268,1,22,-77,93.4
7,Summary ,602,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,62,6,87,-79,85.2
5,ET Date,04-04,Karu Manso 800,269,Palari Cattle Farm,73,-80,78.96
13,Karu Manso 800-1,04-04,MR V8 160/8,268,17-Jan-2026,42,-96,88.05
49,SM007,825/4,4-08,375,17-Jan-2026,35,-79,64.73
22,Total,825/4,747,326,17-Jan-2026,24,DIP,96.61
Notes:,12/12/2025,967/9,CONFIRMED IVF PREGNANCY REPORT,126,3,86,-79,64.48
7,ET Date,609/9,04-04,222,No,34,-79,92.56
24,12/3/2025,612,597,32093,36,47,-97,79.6
20,Whiskey 1/48,04-04,02/04,3,17-Jan-2026,7,-96,91.66
22,Karu Manso 800-1,825/4,909/9,76,3,21,-97,70.25
16,SIRE,967/9,2/4,95,Pregnant,53,-77,70.94
48,12/1/2025,747,SM007,32240,5,90,-77,75.09
19,Karu Manso 800-1,DAM,Prepared On,56,17-Jan-2026,92,-97,94.15
48,Karu Manso 800-1,820/4,Rojo Whiskey 60/1,55,36,72,DIP,70.62
44,Whiskey 60/1,909/9,SM007,329,Pregnant,48,-96,78.61
4,Total,602,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,41,6,45,-96,95.58
15,Total,909,VL Rojo Whiskey 1/48,342,36,97,-79,95.46
12,12/3/2025,825/4,602/9,112,Pregnant Y/N,54,-79,92.72
17,SM007,DAM,04-04,76,36,74,DIP,66.18
28,12/1/2025,747,02/04,222,17-Jan-2026,9,-77,80.59
35,Whiskey 1/48,2/4,CONFIRMED IVF PREGNANCY REPORT,55,3,43,-79,75.82
5,12/12/2025,DAM,602/9,2,5,38,-97,63.95
18,11/30/2025,2/4,597,329,17-Jan-2026,11,-97,90.86
28,SIRE,609/9,631/9,188,1,94,DIP,64.0
2. This report serves as official delivery confirmation for the client’s IVF order.,12/12/2025,2/4,Mr H Pride of Maddox Manso 684/8,276,5,16,-77,96.78
15,Summary ,04-04,02/04,276,Pregnant,29,-97,76.45
27,SM007,612,820/4,378,1,15,-79,74.01
25,Total,DAM,Prepared On,180,Palari Cattle Farm,52,-77,80.53
