Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
18,10/26/2025,2/22,1st PC Result,257,AQ Cattle,Reconquista 413 Eterno GC Bartolome,DIP
22,10/26/2025,354,CONFIRMED IVF PREGNANCY REPORT,649,Beef Master,MR H AUBURN ROJO 706,63
21,11/14/2025,354,DAM,827,Angus,JDH Janos Manso 709,63
5,11/14/2025,362,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,612,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,144
29,SIRE,10-12,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,612,Angus,Reconquista 413 Eterno GC Bartolome,96
29,Grey Brahman,3/8,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23035,Donor Breed,BRC Dutton 376/8,DIP
10,10/27/2025,219,Angus,827,Red Brahman,SIRE Name,144
21,11/3/2025,2/22,1st PC Result,204,Donor Breed,MR H AUBURN ROJO 706,68
19,10/26/2025,307,Red Brahman,2/4,Red Brahman,JDH Janos Manso 709,DIP
3,Total,3/5,DAM,612,Beef Master,SIRE Name,144
Sr. No,Summary ,362,Prepared For,34,17-Jan-2026,MR H AUBURN ROJO 706,107
11,10/26/2025,32145,Grey Brahman,909,Angus,MR H AUBURN ROJO 706,115
23,10/26/2025,173,Beef Master,402,AQ Cattle,BRC Dutton 376/8,96
21,10/27/2025,31291,Red Brahman,8,Grey Brahman,BRC MR. JUMANJI 67,96
8,SIRE,3/14,Prepared For,612,Red Brahman,MR H AUBURN ROJO 706,115
33,12/12/2025,198,CONFIRMED IVF PREGNANCY REPORT,Units,Donor Breed,SIRE Name,DIP
11,9/27/2025,182,DAM,608,AQ Cattle,JDH Janos Manso 709,68
1,Summary ,31724,Prepared For,608,Red Brahman,Reconquista 413 Eterno GC Bartolome,DIP
26,Grey Brahman,2/22,1st PC Result,04-08,Beef Master,Reconquista 413 Eterno GC Bartolome,68
16,11/14/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,34,Grey Brahman,BRC MR. JUMANJI 67,114
24,Beef Master,31874,Prepared On,04-08,Grey Brahman,SIRE Name,144
31,11/3/2025,08-31,CONFIRMED IVF PREGNANCY REPORT,Donor,Angus,JDH Janos Manso 709,114
24,Summary ,250,Prepared On,608,Beef Master,JDH Janos Manso 709,63
13,SIRE,3/30,Grey Brahman,609,AQ Cattle,BRC Dutton 376/8,115
4,Angus,Recipient ID,1st PC Result,649/9,Angus,MR H AUBURN ROJO 706,115
16,Total,250,Beef Master,609,AQ Cattle,Reconquista 413 Eterno GC Bartolome,DIP
4,Beef Master,229,Grey Brahman,909,AQ Cattle,BRC MR. JUMANJI 67,DIP
8,9/27/2025,3/14,Prepared For,23035,17-Jan-2026,MR H AUBURN ROJO 706,114
2. This report serves as official delivery confirmation for the client’s IVF order.,Grey Brahman,243,Grey Brahman,402,Beef Master,BRC Dutton 376/8,115
24,Total,08-31,CONFIRMED IVF PREGNANCY REPORT,612,Grey Brahman,BRC MR. JUMANJI 67,144
3,11/3/2025,DZ 81,Prepared On,257,Grey Brahman,BRC MR. JUMANJI 67,107
30,12/17/2025,2/22,DAM,402,AQ Cattle,BRC Dutton 376/8,115
22,ET Date,31874,Grey Brahman,2/4,Beef Master,MR H AUBURN ROJO 706,63
21,Angus,182,Prepared On,8,Angus,JDH Janos Manso 709,DIP
9,Red Brahman,DZ 81,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,204,Beef Master,BRC MR. JUMANJI 67,115
16,Grey Brahman,229,Red Brahman,29M,17-Jan-2026,JDH Janos Manso 709,107
Notes:,12/12/2025,190,1st PC Result,827,17-Jan-2026,BRC Dutton 376/8,96
5,Red Brahman,2/22,Beef Master,2,Grey Brahman,MR H AUBURN ROJO 706,114
7,Red Brahman,362,Angus,609,Angus,BRC MR. JUMANJI 67,96
33,Beef Master,10-12,CONFIRMED IVF PREGNANCY REPORT,612,Angus,BRC MR. JUMANJI 67,107
32,12/12/2025,229,1st PC Result,04-08,Angus,JDH Janos Manso 709,107
13,Red Brahman,31874,Beef Master,612,Grey Brahman,JDH Janos Manso 709,114
26,ET Date,185,1st PC Result,257,AQ Cattle,SIRE Name,114
Sr. No,Beef Master,307,CONFIRMED IVF PREGNANCY REPORT,827,Red Brahman,Reconquista 413 Eterno GC Bartolome,68
5,ET Date,6/20,CONFIRMED IVF PREGNANCY REPORT,29M,17-Jan-2026,BRC MR. JUMANJI 67,63
16,Summary ,08-28,Prepared On,Units,Red Brahman,BRC Dutton 376/8,114
19,Angus,31874,Beef Master,609,Angus,BRC MR. JUMANJI 67,144
28,Angus,3/14,DAM,608,Angus,Reconquista 413 Eterno GC Bartolome,115
6,11/14/2025,182,Grey Brahman,609/9,Angus,SIRE Name,144
31,12/12/2025,3/8,DAM,257,Beef Master,Reconquista 413 Eterno GC Bartolome,114
3,SIRE,307,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,17-Jan-2026,MR H AUBURN ROJO 706,107
25,12/17/2025,97,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,612,Grey Brahman,BRC MR. JUMANJI 67,107
33,SIRE,32171,Pregnant,909,Donor Breed,BRC MR. JUMANJI 67,63
22,Angus,198,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,609,Angus,BRC MR. JUMANJI 67,144
Notes:,10/27/2025,185,DAM,04-08,Red Brahman,MR H AUBURN ROJO 706,68
32,SIRE,2/22,Prepared For,257,Red Brahman,MR H AUBURN ROJO 706,115
2. This report serves as official delivery confirmation for the client’s IVF order.,SIRE,31291,1st PC Result,2,AQ Cattle,JDH Janos Manso 709,114
4,Red Brahman,31724,Prepared On,608,Red Brahman,Reconquista 413 Eterno GC Bartolome,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/14/2025,173,Prepared On,609/9,17-Jan-2026,MR H AUBURN ROJO 706,114
6,ET Date,32145,CONFIRMED IVF PREGNANCY REPORT,649/9,AQ Cattle,MR H AUBURN ROJO 706,115
17,Red Brahman,300,Grey Brahman,1,AQ Cattle,SIRE Name,114
11,10/26/2025,3/14,Pregnant,29M,Donor Breed,Reconquista 413 Eterno GC Bartolome,114
11,SIRE,182,CONFIRMED IVF PREGNANCY REPORT,34,Red Brahman,Reconquista 413 Eterno GC Bartolome,115
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Grey Brahman,31724,CONFIRMED IVF PREGNANCY REPORT,Units,Donor Breed,MR H AUBURN ROJO 706,68
10,11/14/2025,32159,Pregnant,Units,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,115
1,Beef Master,31874,Prepared On,1,AQ Cattle,Reconquista 413 Eterno GC Bartolome,96
21,ET Date,3/14,Angus,827,Angus,MR H AUBURN ROJO 706,68
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/3/2025,250,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,909,AQ Cattle,SIRE Name,96
16,Total,229,Prepared On,29M,AQ Cattle,BRC Dutton 376/8,DIP
16,12/12/2025,198,Prepared On,23,Angus,MR H AUBURN ROJO 706,115
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",12/17/2025,229,1st PC Result,2/4,Red Brahman,JDH Janos Manso 709,115
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",12/17/2025,97,Angus,8,Donor Breed,BRC MR. JUMANJI 67,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/3/2025,6/20,Angus,649,Beef Master,BRC MR. JUMANJI 67,115
32,10/27/2025,32159,Angus,820/4,Beef Master,MR H AUBURN ROJO 706,68
2,11/3/2025,08-31,Red Brahman,8,Donor Breed,BRC Dutton 376/8,107
20,12/12/2025,250,Pregnant,204,Grey Brahman,BRC Dutton 376/8,96
2. This report serves as official delivery confirmation for the client’s IVF order.,11/3/2025,32171,Pregnant,827,Angus,MR H AUBURN ROJO 706,107
28,11/14/2025,219,Prepared On,1,Grey Brahman,MR H AUBURN ROJO 706,96
8,SIRE,219,Angus,1,Grey Brahman,MR H AUBURN ROJO 706,115
8,Grey Brahman,DZ 81,Grey Brahman,609/9,Beef Master,Reconquista 413 Eterno GC Bartolome,115
15,10/26/2025,31291,Red Brahman,Donor,Red Brahman,MR H AUBURN ROJO 706,96
16,Grey Brahman,229,Angus,608,Donor Breed,BRC Dutton 376/8,DIP
33,Grey Brahman,3/30,Beef Master,1,Grey Brahman,SIRE Name,96
13,Red Brahman,301,1st PC Result,34,17-Jan-2026,MR H AUBURN ROJO 706,107
28,10/26/2025,301,Grey Brahman,23035,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,96
17,Grey Brahman,31828,Beef Master,29M,Grey Brahman,BRC Dutton 376/8,144
2. This report serves as official delivery confirmation for the client’s IVF order.,9/27/2025,31874,Pregnant,1,Grey Brahman,MR H AUBURN ROJO 706,115
4,11/14/2025,250,Grey Brahman,257,Donor Breed,BRC MR. JUMANJI 67,DIP
33,Beef Master,185,Angus,23,Angus,Reconquista 413 Eterno GC Bartolome,96
31,Red Brahman,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,909,17-Jan-2026,JDH Janos Manso 709,63
16,11/3/2025,3/14,Pregnant,609/9,Beef Master,BRC Dutton 376/8,DIP
16,Angus,301,1st PC Result,29M,Donor Breed,JDH Janos Manso 709,96
12,11/3/2025,3/8,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,649,Beef Master,BRC Dutton 376/8,63
15,12/17/2025,182,CONFIRMED IVF PREGNANCY REPORT,649/9,17-Jan-2026,JDH Janos Manso 709,114
11,9/27/2025,300,Prepared On,909,Beef Master,BRC MR. JUMANJI 67,115
7,10/26/2025,3/30,Beef Master,Units,17-Jan-2026,JDH Janos Manso 709,144
Sr. No,SIRE,3/5,CONFIRMED IVF PREGNANCY REPORT,609,AQ Cattle,Reconquista 413 Eterno GC Bartolome,63
26,9/27/2025,198,Angus,23,Beef Master,BRC MR. JUMANJI 67,114
22,Red Brahman,174,Prepared On,8,17-Jan-2026,SIRE Name,107
16,Angus,362,DAM,04-08,Donor Breed,MR H AUBURN ROJO 706,115
25,ET Date,Recipient ID,Prepared For,04-08,17-Jan-2026,MR H AUBURN ROJO 706,107
29,10/26/2025,08-31,Angus,8,AQ Cattle,MR H AUBURN ROJO 706,144
6,9/27/2025,354,Red Brahman,909,Angus,BRC MR. JUMANJI 67,114
1,9/27/2025,31828,Grey Brahman,827,AQ Cattle,Reconquista 413 Eterno GC Bartolome,114
30,11/14/2025,3/5,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,34,Beef Master,SIRE Name,107
32,12/12/2025,08-31,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,Grey Brahman,BRC Dutton 376/8,144
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Grey Brahman,32171,CONFIRMED IVF PREGNANCY REPORT,29M,Angus,BRC MR. JUMANJI 67,68
1,Beef Master,32145,Red Brahman,909,Donor Breed,BRC Dutton 376/8,144
20,Grey Brahman,362,CONFIRMED IVF PREGNANCY REPORT,609,Grey Brahman,MR H AUBURN ROJO 706,115
1,Summary ,32159,1st PC Result,2,AQ Cattle,BRC MR. JUMANJI 67,96
28,12/17/2025,32159,DAM,Donor,Donor Breed,BRC MR. JUMANJI 67,115
6,10/26/2025,3/8,Grey Brahman,257,Grey Brahman,MR H AUBURN ROJO 706,107
24,Beef Master,31874,Angus,257,Angus,BRC Dutton 376/8,DIP
14,ET Date,354,Red Brahman,23035,Red Brahman,MR H AUBURN ROJO 706,115
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,300,DAM,612,17-Jan-2026,BRC MR. JUMANJI 67,63
11,10/26/2025,10-12,DAM,609/9,Beef Master,BRC MR. JUMANJI 67,96
30,9/27/2025,300,CONFIRMED IVF PREGNANCY REPORT,8,Beef Master,BRC Dutton 376/8,96
13,11/14/2025,3/5,1st PC Result,2/4,AQ Cattle,SIRE Name,115
34,10/26/2025,32159,Angus,04-08,Donor Breed,Reconquista 413 Eterno GC Bartolome,144
Sr. No,12/17/2025,173,Pregnant,609/9,Beef Master,BRC Dutton 376/8,115
23,10/26/2025,243,Beef Master,609/9,Donor Breed,Reconquista 413 Eterno GC Bartolome,114
3,Red Brahman,97,Grey Brahman,Units,Donor Breed,BRC Dutton 376/8,63
14,ET Date,3/8,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23035,AQ Cattle,Reconquista 413 Eterno GC Bartolome,144
2. This report serves as official delivery confirmation for the client’s IVF order.,Red Brahman,31828,Angus,2,Donor Breed,BRC MR. JUMANJI 67,68
12,12/12/2025,3/14,1st PC Result,204,AQ Cattle,MR H AUBURN ROJO 706,115
33,10/26/2025,250,Beef Master,909,Red Brahman,SIRE Name,114
16,Angus,32159,1st PC Result,8,Angus,BRC Dutton 376/8,115
1,ET Date,173,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,204,Grey Brahman,JDH Janos Manso 709,107
Notes:,SIRE,32145,Beef Master,2/4,17-Jan-2026,MR H AUBURN ROJO 706,63
Notes:,Grey Brahman,32159,1st PC Result,827,Red Brahman,BRC MR. JUMANJI 67,63
26,10/27/2025,173,Grey Brahman,608,Beef Master,BRC MR. JUMANJI 67,DIP
1,10/27/2025,301,CONFIRMED IVF PREGNANCY REPORT,2,Beef Master,SIRE Name,96
25,11/3/2025,3/5,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,820/4,Grey Brahman,MR H AUBURN ROJO 706,DIP
27,Summary ,2/22,Beef Master,609/9,AQ Cattle,BRC MR. JUMANJI 67,114
3,10/26/2025,250,Prepared For,23,Donor Breed,BRC MR. JUMANJI 67,68
19,Beef Master,32145,Prepared For,2,Red Brahman,JDH Janos Manso 709,107
26,Angus,31724,Beef Master,Donor,Beef Master,BRC MR. JUMANJI 67,115
15,12/17/2025,6/20,Red Brahman,609/9,Beef Master,MR H AUBURN ROJO 706,114
13,Total,3/8,Beef Master,649,Angus,JDH Janos Manso 709,96
33,Angus,198,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,204,AQ Cattle,BRC MR. JUMANJI 67,144
6,SIRE,185,CONFIRMED IVF PREGNANCY REPORT,1,Donor Breed,BRC Dutton 376/8,144
2,11/3/2025,2/22,Prepared For,Donor,Grey Brahman,BRC MR. JUMANJI 67,144
2,ET Date,250,Grey Brahman,1,Red Brahman,BRC Dutton 376/8,115
10,11/14/2025,6/20,1st PC Result,204,Beef Master,SIRE Name,115
10,10/27/2025,Recipient ID,Prepared For,23035,17-Jan-2026,MR H AUBURN ROJO 706,115
22,12/17/2025,300,DAM,34,Donor Breed,BRC Dutton 376/8,115
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",12/12/2025,31724,Pregnant,909,Beef Master,BRC Dutton 376/8,115
Sr. No,Grey Brahman,3/5,Red Brahman,612,17-Jan-2026,BRC MR. JUMANJI 67,114
32,ET Date,198,1st PC Result,820/4,Donor Breed,Reconquista 413 Eterno GC Bartolome,68
4,12/17/2025,DZ 81,Prepared On,23,Donor Breed,BRC Dutton 376/8,96
13,11/14/2025,354,Pregnant,Units,17-Jan-2026,BRC MR. JUMANJI 67,114
16,Angus,DZ 81,Prepared For,827,Red Brahman,SIRE Name,96
32,10/27/2025,31291,Pregnant,402,Beef Master,BRC Dutton 376/8,107
26,SIRE,31828,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,8,Grey Brahman,SIRE Name,144
34,Grey Brahman,32171,Pregnant,827,Grey Brahman,MR H AUBURN ROJO 706,144
13,12/12/2025,229,DAM,04-08,Grey Brahman,BRC MR. JUMANJI 67,107
31,Angus,31828,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,257,Grey Brahman,BRC Dutton 376/8,68
6,Beef Master,97,Pregnant,29M,Grey Brahman,BRC Dutton 376/8,96
5,10/26/2025,250,Angus,649/9,17-Jan-2026,MR H AUBURN ROJO 706,68
18,10/27/2025,32159,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23,AQ Cattle,BRC MR. JUMANJI 67,115
3,12/17/2025,3/14,Prepared For,257,17-Jan-2026,SIRE Name,96
28,9/27/2025,190,Pregnant,23,Beef Master,MR H AUBURN ROJO 706,114
2. This report serves as official delivery confirmation for the client’s IVF order.,Beef Master,250,Prepared On,649,Grey Brahman,BRC Dutton 376/8,96
30,12/17/2025,32145,CONFIRMED IVF PREGNANCY REPORT,Donor,Donor Breed,Reconquista 413 Eterno GC Bartolome,107
15,10/26/2025,31874,Prepared For,609/9,Donor Breed,JDH Janos Manso 709,DIP
30,Beef Master,31828,Pregnant,23035,Donor Breed,MR H AUBURN ROJO 706,107
1,Grey Brahman,31828,Pregnant,2/4,Red Brahman,BRC MR. JUMANJI 67,107
12,11/3/2025,32159,CONFIRMED IVF PREGNANCY REPORT,23,Donor Breed,BRC Dutton 376/8,144
6,Beef Master,307,DAM,29M,Grey Brahman,Reconquista 413 Eterno GC Bartolome,96
20,12/17/2025,300,Angus,8,Beef Master,Reconquista 413 Eterno GC Bartolome,144
Sr. No,Total,362,Pregnant,Units,Donor Breed,MR H AUBURN ROJO 706,96
7,10/26/2025,301,Prepared On,04-08,17-Jan-2026,BRC MR. JUMANJI 67,144
2,Angus,300,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,04-08,Grey Brahman,JDH Janos Manso 709,144
18,Summary ,08-28,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,609/9,AQ Cattle,SIRE Name,144
2,11/3/2025,6/20,DAM,29M,AQ Cattle,JDH Janos Manso 709,63
6,Angus,229,Beef Master,2/4,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,114
24,12/12/2025,08-31,Grey Brahman,649/9,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,115
17,10/27/2025,320,1st PC Result,04-08,Red Brahman,BRC Dutton 376/8,DIP
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Angus,362,Beef Master,827,Beef Master,JDH Janos Manso 709,144
22,Grey Brahman,182,Beef Master,609/9,Grey Brahman,MR H AUBURN ROJO 706,107
11,10/27/2025,219,Angus,04-08,Red Brahman,MR H AUBURN ROJO 706,144
9,12/12/2025,31828,Angus,612,Beef Master,SIRE Name,68
13,ET Date,307,CONFIRMED IVF PREGNANCY REPORT,204,Beef Master,Reconquista 413 Eterno GC Bartolome,DIP
31,12/12/2025,182,Beef Master,827,17-Jan-2026,BRC MR. JUMANJI 67,DIP
12,10/27/2025,307,Prepared For,23,Donor Breed,BRC Dutton 376/8,144
13,Total,97,Beef Master,204,Donor Breed,SIRE Name,144
24,9/27/2025,08-28,Red Brahman,Donor,Beef Master,JDH Janos Manso 709,115
12,ET Date,3/30,CONFIRMED IVF PREGNANCY REPORT,2/4,Red Brahman,BRC Dutton 376/8,68
27,11/3/2025,08-28,Grey Brahman,608,Beef Master,SIRE Name,114
21,Red Brahman,31828,Prepared On,04-08,Grey Brahman,Reconquista 413 Eterno GC Bartolome,96
2,ET Date,31291,Prepared On,612,Grey Brahman,SIRE Name,96
12,Total,2/22,Grey Brahman,8,17-Jan-2026,JDH Janos Manso 709,96
33,Angus,198,Grey Brahman,609/9,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,107
26,10/27/2025,31828,Angus,909,17-Jan-2026,BRC Dutton 376/8,114
20,Red Brahman,250,Red Brahman,2/4,17-Jan-2026,JDH Janos Manso 709,114
25,Total,3/5,Beef Master,04-08,Red Brahman,JDH Janos Manso 709,144
30,Red Brahman,243,Prepared On,8,Angus,SIRE Name,96
16,Grey Brahman,31828,1st PC Result,820/4,Beef Master,BRC MR. JUMANJI 67,115
28,9/27/2025,DZ 81,Prepared On,649/9,Angus,BRC MR. JUMANJI 67,144
Sr. No,Summary ,3/5,DAM,23035,Red Brahman,SIRE Name,144
20,12/12/2025,08-31,1st PC Result,29M,AQ Cattle,MR H AUBURN ROJO 706,114
32,Summary ,31724,Beef Master,23035,17-Jan-2026,JDH Janos Manso 709,DIP
5,10/27/2025,250,Prepared For,29M,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,144
7,SIRE,307,Grey Brahman,402,Red Brahman,BRC Dutton 376/8,DIP
31,10/27/2025,300,Pregnant,608,Donor Breed,MR H AUBURN ROJO 706,115
4,Red Brahman,173,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,402,Donor Breed,MR H AUBURN ROJO 706,68
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",SIRE,3/8,Grey Brahman,909,AQ Cattle,Reconquista 413 Eterno GC Bartolome,96
11,11/3/2025,250,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,AQ Cattle,MR H AUBURN ROJO 706,96
14,9/27/2025,354,Angus,402,Grey Brahman,JDH Janos Manso 709,63
30,10/27/2025,31874,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,257,Beef Master,BRC Dutton 376/8,144
2. This report serves as official delivery confirmation for the client’s IVF order.,11/3/2025,08-31,Grey Brahman,612,Red Brahman,BRC MR. JUMANJI 67,144
12,ET Date,301,Red Brahman,609/9,Grey Brahman,JDH Janos Manso 709,DIP
19,11/14/2025,08-28,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,8,Donor Breed,SIRE Name,115
20,Summary ,300,Pregnant,609/9,Red Brahman,Reconquista 413 Eterno GC Bartolome,107
2. This report serves as official delivery confirmation for the client’s IVF order.,Grey Brahman,6/20,Beef Master,608,Red Brahman,Reconquista 413 Eterno GC Bartolome,68
33,ET Date,08-28,CONFIRMED IVF PREGNANCY REPORT,Units,Donor Breed,BRC MR. JUMANJI 67,63
22,SIRE,198,Pregnant,612,Grey Brahman,SIRE Name,107
17,11/14/2025,08-31,Red Brahman,8,Beef Master,SIRE Name,68
33,SIRE,190,Pregnant,Donor,17-Jan-2026,SIRE Name,144
29,Beef Master,08-28,DAM,23035,17-Jan-2026,BRC MR. JUMANJI 67,107
33,12/12/2025,32145,1st PC Result,820/4,Grey Brahman,BRC Dutton 376/8,96
18,Total,3/14,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,827,Grey Brahman,Reconquista 413 Eterno GC Bartolome,107
21,Summary ,31874,DAM,649,Red Brahman,BRC MR. JUMANJI 67,115
29,Total,97,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,Angus,JDH Janos Manso 709,115
11,Grey Brahman,182,CONFIRMED IVF PREGNANCY REPORT,23035,Grey Brahman,MR H AUBURN ROJO 706,96
4,11/14/2025,185,Beef Master,23035,Beef Master,BRC Dutton 376/8,114
30,11/3/2025,229,CONFIRMED IVF PREGNANCY REPORT,8,Angus,BRC Dutton 376/8,68
25,Grey Brahman,10-12,Beef Master,909,Donor Breed,MR H AUBURN ROJO 706,107
Notes:,ET Date,Recipient ID,1st PC Result,257,Donor Breed,SIRE Name,96
29,11/14/2025,3/5,Prepared On,402,AQ Cattle,SIRE Name,DIP
31,Grey Brahman,Recipient ID,Prepared For,1,Red Brahman,JDH Janos Manso 709,96
13,Total,31828,Angus,29M,Donor Breed,MR H AUBURN ROJO 706,68
23,Beef Master,2/22,Beef Master,204,17-Jan-2026,BRC Dutton 376/8,144
24,9/27/2025,3/5,CONFIRMED IVF PREGNANCY REPORT,8,Donor Breed,BRC Dutton 376/8,115
Notes:,11/14/2025,354,Prepared On,8,Grey Brahman,SIRE Name,115
Sr. No,10/26/2025,250,Grey Brahman,612,17-Jan-2026,BRC Dutton 376/8,114
25,Summary ,301,Red Brahman,402,17-Jan-2026,BRC Dutton 376/8,114
14,Beef Master,190,DAM,23,17-Jan-2026,BRC Dutton 376/8,144
21,11/3/2025,6/20,CONFIRMED IVF PREGNANCY REPORT,827,AQ Cattle,SIRE Name,96
28,Total,301,Angus,1,Donor Breed,BRC MR. JUMANJI 67,115
33,Angus,3/8,Beef Master,Units,Beef Master,SIRE Name,114
20,Red Brahman,31724,Beef Master,204,Beef Master,BRC Dutton 376/8,68
1,SIRE,97,Beef Master,Donor,Angus,BRC MR. JUMANJI 67,144
2. This report serves as official delivery confirmation for the client’s IVF order.,ET Date,31291,DAM,Donor,AQ Cattle,BRC MR. JUMANJI 67,63
20,Angus,307,Prepared On,2,Donor Breed,Reconquista 413 Eterno GC Bartolome,63
4,11/14/2025,173,Red Brahman,23035,Angus,BRC MR. JUMANJI 67,115
16,12/17/2025,2/22,Angus,29M,Grey Brahman,Reconquista 413 Eterno GC Bartolome,107
